DEPT.F,CALI,SGR,CGR,POTA,THOR,URAN,NPHL,DLIM,RHOB,PEF,PHIS,RT,RXO,4ms,8ms,16ms,32ms,64ms,128ms,256ms,512ms,1024ms,2048ms,PHItmri,DEPT
5517,7.968,35.0606,18.0575,0.628,2.7316,1.6012,4.05,0.66,2.6987,4.4213,7.489540636,21.9149,22.6407,0,0,0.0003,0.0178,0.0028,0,0.0001,0,0,0,0.021,5517
5517.5,7.9888,34.8163,17.4069,0.6048,2.6357,1.6476,3.81,1.71,2.6807,4.4687,7.109187279,23.1351,24.1234,0,0,0,0.0011,0,0.0003,0.0015,0.0013,0.0003,0,0.0045,5517.5
5518,7.9978,36.4314,17.7224,0.6218,2.6549,1.7727,3.56,2.32,2.6703,4.4429,6.352720848,24.94,26.1607,0,0,0,0,0,0.0003,0.0037,0.0098,0.0027,0.0001,0.0166,5518
5518.5,7.9844,36.4702,17.7528,0.6211,2.6682,1.7599,3.48,2.58,2.6659,4.4207,5.928127208,25.2116,26.4389,0.0006,0,0.0045,0.0073,0.0005,0.0011,0.0092,0.0158,0.0085,0.0011,0.0486,5518.5
5519,7.9892,35.9428,17.71,0.6146,2.6855,1.6901,3.44,3.2,2.6553,4.4089,6.189399293,26.2702,27.5717,0.0046,0,0.0342,0.0377,0.0016,0.0029,0.0224,0.0263,0.02,0.0055,0.1552,5519
5519.5,7.9911,34.9028,17.5056,0.6029,2.6763,1.5857,3.22,3.1,2.657,4.3384,6.395265018,27.8477,29.3814,0.0122,0.0015,0.0494,0.038,0.0007,0.0012,0.0163,0.039,0.0305,0.0372,0.226,5519.5
5520,7.9933,34.8146,17.5923,0.6013,2.7113,1.5532,3.03,2.37,2.6696,4.3024,6.57130742,28.116,29.7679,0.0305,0.0056,0.0202,0.0079,0,0,0.0024,0.0141,0.0176,0.0856,0.1839,5520
5520.5,7.9911,36.3113,18.4131,0.6171,2.8962,1.617,2.88,1.9,2.6775,4.3414,6.810388693,28.7702,30.513,0.0235,0.0034,0.0032,0.0003,0,0,0.0001,0.0014,0.0066,0.0796,0.1181,5520.5
5521,7.9874,37.114,18.8407,0.6202,3.017,1.6567,2.8,1.9,2.6774,4.3214,6.983321555,31.141,33.2229,0.0078,0.0023,0,0,0,0.0001,0.0005,0.0016,0.0063,0.0386,0.0572,5521
5521.5,7.9915,37.0708,18.7974,0.6037,3.0814,1.6663,2.88,1.4,2.686,4.2571,7.035053004,33.3696,35.9529,0.0315,0.0094,0,0,0.0013,0.0036,0.0022,0.0019,0.0062,0.008,0.0641,5521.5
5522,7.9904,36.0008,18.5598,0.5814,3.1123,1.5795,2.88,0.62,2.6994,4.2634,6.965088339,33.465,36.3503,0.0733,0.008,0,0.0001,0.0113,0.0169,0.0048,0.001,0.0025,0.0017,0.1196,5522
5522.5,7.9883,34.4185,18.1262,0.553,3.1099,1.4601,2.87,0.74,2.6973,4.3064,6.875618375,32.8378,35.9202,0.1086,0.0074,0,0.0002,0.0154,0.036,0.0098,0.0004,0.0002,0.0003,0.1783,5522.5
5523,7.9828,33.9787,18.289,0.5438,3.2051,1.3865,2.99,0.84,2.6957,4.3398,6.788833922,32.6662,36.1001,0.0913,0.0053,0,0.0001,0.0037,0.048,0.0258,0.0001,0,0,0.1743,5523
5523.5,7.9819,33.2303,18.2705,0.5283,3.2728,1.3003,3.06,0.72,2.6977,4.3532,6.679363958,32.252,36.0361,0.0551,0.0101,0.0003,0.0013,0.0179,0.071,0.0262,0,0,0,0.1819,5523.5
5524,7.9787,34.5054,19.2024,0.5498,3.4657,1.3124,2.82,1.38,2.6864,4.3111,6.587420495,31.4966,35.5033,0.0367,0.0484,0.006,0.0079,0.0809,0.0823,0.0053,0,0,0.0002,0.2677,5524
5524.5,7.9744,36.8484,21.0083,0.6021,3.7887,1.322,2.88,1.83,2.6786,4.2094,6.62204947,32.7876,37.6786,0.0409,0.144,0.0216,0.0079,0.102,0.0835,0.0008,0,0,0.0042,0.4049,5524.5
5525,7.9727,37.9201,22.2211,0.6349,4.0165,1.2734,3.01,1.74,2.6803,4.1357,6.74614841,37.162,44.4391,0.0778,0.2284,0.0293,0.0026,0.0556,0.1228,0.0118,0.0008,0.0001,0.0156,0.5448,5525
5525.5,7.9771,37.8192,22.649,0.6434,4.1119,1.2039,2.91,1.97,2.6764,4.1333,6.524522968,41.7651,52.0603,0.0582,0.2585,0.0902,0.0012,0.0157,0.0987,0.0751,0.008,0.0002,0.0241,0.6299,5525.5
5526,7.9808,34.8064,21.2386,0.5962,3.8897,1.051,2.84,2.2,2.6724,4.1327,6.388409894,45.8484,58.6226,0.043,0.2055,0.1546,0.0127,0.0015,0.0651,0.1932,0.0245,0.0001,0.0162,0.7164,5526
5526.5,7.9652,29.8096,18.2545,0.5102,3.3535,0.8935,3.04,2.55,2.6663,4.1958,6.445512367,54.6212,72.5161,0.0591,0.1667,0.214,0.0458,0,0.0891,0.3577,0.0619,0.0001,0.0096,1.004,5526.5
5527,7.98,25.5262,15.7036,0.4417,2.8719,0.7568,3.26,3.37,2.6524,4.2852,6.763745583,72.8814,105.1566,0.0938,0.1928,0.2991,0.0774,0.0001,0.1329,0.5584,0.1237,0.0093,0.0161,1.5036,5527
5527.5,7.9751,21.3978,13.2158,0.3813,2.3713,0.6299,3.35,3.79,2.6452,4.2051,7.370530035,87.463,134.995,0.2767,0.1572,0.2964,0.1075,0.0042,0.2634,0.6312,0.178,0.075,0.0421,2.0317,5527.5
5528,7.9975,20.2055,12.4657,0.3657,2.2083,0.5972,3.38,3.6,2.6484,4.1982,7.926219081,80.1208,118.9119,0.3236,0.1379,0.2732,0.1023,0.014,0.3823,0.6142,0.1931,0.1794,0.0756,2.2956,5528
5528.5,7.9897,22.7193,13.9828,0.4212,2.4238,0.6713,2.98,3.31,2.6534,4.525,8.148975265,67.5683,95.832,0.2902,0.1817,0.2407,0.0506,0.0165,0.4156,0.6124,0.213,0.203,0.0643,2.288,5528.5
5529,7.9868,27.734,17.1839,0.5289,2.9235,0.8093,2.82,2.87,2.6609,4.8428,8.233074205,53.3858,69.8712,0.3762,0.1779,0.1259,0.0209,0.0453,0.4508,0.4641,0.2921,0.1477,0.0178,2.1187,5529
5529.5,7.9777,32.9705,20.6717,0.6509,3.4435,0.9335,3.03,2.14,2.6735,4.9155,8.223816254,36.4894,42.2626,0.3652,0.133,0.1045,0.0611,0.0696,0.346,0.453,0.2419,0.0669,0.0076,1.8488,5529.5
5530,7.9672,33.1398,20.9307,0.6741,3.4114,0.9169,3.84,1.83,2.6787,4.9045,8.142897527,31.7115,33.5522,0.2018,0.1179,0.165,0.1038,0.0866,0.278,0.473,0.1166,0.018,0.0627,1.6234,5530
5530.5,7.9812,30.2084,19.1536,0.6404,3.0063,0.8138,4.84,2.41,2.6688,4.9374,8.810954064,30.4557,30.5651,0.0698,0.1163,0.1659,0.12,0.2286,0.4241,0.2202,0.0552,0.0678,0.192,1.6599,5530.5
5531,7.9857,25.2943,15.9461,0.5555,2.3946,0.6713,5,3.34,2.653,4.9785,10.03681979,38.8406,39.7331,0.0096,0.063,0.1842,0.2274,0.4402,0.4465,0.0634,0.0877,0.1831,0.2714,1.9765,5531
5531.5,7.99,24.2198,15.3092,0.5512,2.2123,0.6208,5.1,4.95,2.6253,4.9058,12.5639576,45.1875,45.284,0.0015,0.014,0.1624,0.4169,0.5057,0.5111,0.1598,0.1399,0.2059,0.4017,2.5189,5531.5
5532,7.9493,30.7055,19.6038,0.7204,2.7612,0.7483,6.43,7,2.5902,4.7425,20.34784452,42.3009,43.5103,0.023,0.01,0.1763,0.4964,0.4282,0.7021,0.4208,0.1706,0.1642,0.5255,3.1171,5532
5532.5,7.956,43.2665,27.7916,1.0333,3.8552,1.026,9.44,10.76,2.5259,4.3835,25.99314488,31.3921,32.4291,0.13,0.0279,0.1866,0.4984,0.3265,0.768,0.7548,0.2715,0.246,0.4529,3.6626,5532.5
5533,7.9788,57.7116,37.1859,1.3957,5.0944,1.3532,13.92,19.44,2.3776,3.8602,27.78805654,10.3499,10.7582,0.3673,0.0755,0.1645,0.3149,0.2656,0.8456,0.9254,0.4212,0.4157,0.2063,4.002,5533
5533.5,8.1076,70.0443,45.0984,1.7041,6.1234,1.6541,18.15,25.76,2.2695,3.7522,27.29795053,5.1646,5.3243,0.4333,0.059,0.1801,0.2127,0.3048,0.8671,0.8026,0.4421,0.4172,0.1107,3.8296,5533.5
5534,8.3109,76.7874,49.7374,1.8862,6.7215,1.7857,24.08,21.7,2.3389,4.1327,25.0029682,4.5159,4.5646,0.2541,0.0357,0.2167,0.2588,0.3486,0.7007,0.5857,0.4655,0.3179,0.0611,3.2448,5534
5534.5,8.4651,78.8293,51.4679,1.9648,6.894,1.7872,24.48,16.28,2.4317,4.3837,22.66501767,4.9027,4.6441,0.1063,0.0431,0.174,0.2564,0.399,0.4893,0.3625,0.4318,0.2287,0.0405,2.5316,5534.5
5535,8.6243,79.9519,52.4721,2.0368,6.8676,1.7828,25.9,15.45,2.4459,4.3162,22.20982332,4.9995,4.4795,0.0409,0.0096,0.0645,0.3421,0.3961,0.1998,0.2281,0.4361,0.1226,0.0121,1.8519,5535
5535.5,8.7523,79.2752,52.1595,2.0666,6.6261,1.7345,24.37,16.62,2.4258,4.156,22.21780919,5.6529,4.9844,0.0554,0.0025,0.0382,0.277,0.2428,0.0883,0.1918,0.3187,0.0453,0.0152,1.2752,5535.5
5536,8.7719,78.9162,51.9057,2.1005,6.3833,1.7079,23.78,19.5,2.3766,3.9723,22.34961131,5.8764,5.1581,0.1175,0.0501,0.039,0.1326,0.1205,0.1063,0.1425,0.151,0.0227,0.0214,0.9036,5536
5536.5,8.7115,77.7789,51.0424,2.0836,6.1906,1.6852,23.4,23.24,2.3126,3.7432,22.71053004,5.5799,4.9063,0.1451,0.2838,0.0873,0.0661,0.0976,0.1027,0.0762,0.0754,0.0138,0.0084,0.9564,5536.5
5537,8.6798,75.4276,49.7284,2.0329,6.0164,1.6031,23.64,27.16,2.2456,3.4529,22.73561837,5.1479,4.5505,0.12,0.5619,0.267,0.0252,0.0499,0.0903,0.0713,0.0444,0.0052,0.0047,1.2399,5537
5537.5,8.7003,74.2711,49.0684,1.9946,5.9876,1.5825,26.68,29.41,2.2072,3.1391,22.73272085,5.2695,4.6772,0.0791,0.6773,0.3997,0.0334,0.0099,0.0368,0.0734,0.0732,0.0094,0.0083,1.4005,5537.5
5538,8.5197,73.6161,48.9743,1.9838,6.0075,1.5377,26.78,28.41,2.2241,2.8989,22.74918728,5.3786,4.8113,0.0576,0.6247,0.4449,0.0563,0.0012,0.0304,0.0949,0.062,0.0106,0.0219,1.4045,5538
5538.5,8.3858,74.9821,50.4452,2.0331,6.2366,1.5016,27.26,26.21,2.2618,2.8221,22.68784452,5.5397,5.0175,0.0989,0.6163,0.3069,0.0219,0.0004,0.0367,0.1638,0.039,0.0038,0.01,1.2977,5538.5
5539,8.2502,75.7708,51.2268,2.0614,6.3488,1.4835,25.89,25.87,2.2675,2.9537,22.42339223,4.9895,4.5759,0.0912,0.4903,0.1917,0.003,0.0004,0.0526,0.1893,0.0389,0.0089,0.0015,1.0678,5539
5539.5,8.2318,75.7054,51.3484,2.0619,6.3858,1.4656,24.9,24.88,2.2845,3.3766,21.83413428,5.1682,4.8042,0.0421,0.2999,0.2415,0.0163,0.0047,0.1191,0.128,0.0317,0.0137,0.0018,0.8988,5539.5
5540,8.2914,76.7919,52.1723,2.0782,6.5711,1.4915,25.27,21.69,2.339,3.9216,21.50318021,5.7871,5.3472,0.0194,0.1612,0.271,0.0518,0.0162,0.1361,0.0499,0.0173,0.0074,0.0083,0.7386,5540
5540.5,8.4239,76.6852,51.9415,2.0478,6.6464,1.5372,24.69,18.86,2.3875,4.146,21.24233216,5.5237,4.9747,0.0071,0.0479,0.2467,0.1304,0.0226,0.0599,0.0103,0.0025,0.0032,0.0246,0.5552,5540.5
5541,8.5241,76.2105,51.699,2.0031,6.7862,1.5487,24.64,16.22,2.4326,4.0821,20.94084806,5.2561,4.6448,0.0152,0.0325,0.244,0.1231,0.0302,0.0075,0.0003,0,0.0006,0.0223,0.4757,5541
5541.5,8.4276,74.4024,50.5175,1.922,6.8032,1.5524,24.66,13.1,2.486,4.0905,20.17689046,5.7157,5.0129,0.063,0.0747,0.2105,0.074,0.0833,0.0022,0,0,0,0.005,0.5127,5541.5
5542,8.4322,72.7216,49.0084,1.8313,6.7626,1.5941,24.15,11.28,2.5172,4.1974,18.28961131,6.2068,5.4385,0.1106,0.0883,0.061,0.0533,0.165,0.0422,0.001,0,0,0.001,0.5224,5542
5542.5,8.6918,67.7998,45.2902,1.671,6.3563,1.559,22.88,13.51,2.4789,4.2387,15.28339223,5.6124,4.9927,0.1394,0.1343,0.0115,0.0135,0.1398,0.2281,0.0097,0,0,0.0133,0.6896,5542.5
5543,8.6016,56.5825,37.37,1.3705,5.2868,1.3623,19.21,16.74,2.4238,4.1985,11.66558304,5.3545,4.9029,0.1732,0.1015,0.0038,0.0003,0.0804,0.4541,0.0295,0.0003,0.0002,0.0436,0.8869,5543
5543.5,8.1875,43.4446,28.6289,1.0483,4.0588,1.0441,13.27,15.37,2.4471,4.2911,7.682473498,6.398,5.9453,0.2168,0.0608,0.0002,0.0002,0.0766,0.5647,0.0464,0.0049,0.0035,0.042,1.0161,5543.5
5544,8.0231,31.9825,20.9891,0.7696,2.971,0.7696,6.42,9.39,2.5495,4.6326,5.474558304,13.2536,12.1806,0.3763,0.0755,0,0.0039,0.1972,0.4671,0.038,0.0115,0.0119,0.0414,1.2228,5544
5544.5,7.985,25.6569,16.7294,0.6111,2.3797,0.6278,3.05,3.6,2.6484,4.7946,4.887279152,41.3522,36.9621,0.3992,0.053,0.0007,0.0382,0.3521,0.2535,0.0389,0.0168,0.0164,0.0461,1.2149,5544.5
5545,7.9682,23.3914,14.9981,0.5423,2.1594,0.6026,1.63,2,2.6759,4.5238,6.232367491,162.5822,137.7942,0.3884,0.0387,0.0054,0.1353,0.2448,0.1272,0.0675,0.0298,0.0189,0.0332,1.0892,5545
5545.5,7.9519,25.8871,16.3272,0.5804,2.3964,0.7059,0.92,2.12,2.6737,4.2078,8.482473498,174.2076,144.9577,0.3866,0.0163,0.008,0.1689,0.0968,0.0641,0.0698,0.0452,0.0263,0.0353,0.9173,5545.5
5546,7.956,31.9868,20.085,0.7037,2.9948,0.8946,0.93,1.68,2.6812,4.0677,12.14848057,57.9196,49.175,0.2484,0.0066,0.0117,0.1167,0.0636,0.0579,0.0925,0.0468,0.0153,0.0153,0.6748,5546
5546.5,7.9412,44.2545,28.0044,0.971,4.2198,1.2274,1.91,1.95,2.6767,3.9684,16.51265018,30.6382,25.832,0.0885,0.0078,0.0438,0.08,0.0229,0.107,0.1265,0.0264,0.0024,0.0012,0.5065,5546.5
5547,7.937,60.6834,38.6657,1.3357,5.8445,1.6776,5.02,3.48,2.6504,3.9214,21.98982332,17.1499,14.7281,0.018,0.0234,0.1413,0.0867,0.0074,0.1291,0.1309,0.0122,0.0004,0,0.5494,5547
5547.5,7.9536,76.7451,49.4808,1.7164,7.4384,2.0387,11.63,8,2.5733,4.0091,28.11081272,10.9333,9.731,0.014,0.0866,0.2841,0.0723,0.0019,0.0811,0.1159,0.0157,0.0007,0,0.6723,5547.5
5548,8.0568,89.7037,58.5171,2.0432,8.7266,2.2706,20.99,13.6,2.4775,4.1648,32.9659364,7.325,6.6807,0.0496,0.1072,0.3997,0.0693,0,0.0156,0.0676,0.0508,0.0078,0.0001,0.7677,5548
5548.5,8.2291,95.0482,62.4729,2.1847,9.29,2.3368,29.91,15.68,2.4419,4.2335,34.8335689,5.3946,4.913,0.3029,0.1422,0.3489,0.0926,0.0013,0.0013,0.0446,0.0737,0.0139,0.0001,1.0215,5548.5
5549,8.2214,96.0748,63.1747,2.2109,9.3771,2.3739,34.86,19.57,2.3753,4.1873,33.31074205,4.6995,4.2373,0.5774,0.1643,0.1224,0.1844,0.0237,0.002,0.0632,0.0769,0.0069,0.0007,1.2219,5549
5549.5,8.1297,95.1096,62.0435,2.175,9.1886,2.4295,39.85,30.21,2.1934,4.0582,30.95060071,3.9888,3.5728,0.4545,0.0453,0.0271,0.4313,0.0895,0.0007,0.0328,0.0716,0.0271,0.0225,1.2024,5549.5
5550,8.3755,95.1856,61.3665,2.1646,9.0264,2.5196,32.06,34.42,2.1215,3.8403,28.16586572,3.9345,3.521,0.2422,0.0008,0.0316,0.6141,0.1273,0.0005,0.0077,0.027,0.0478,0.0999,1.1989,5550
5550.5,8.771,94.5194,59.9133,2.1318,8.7261,2.6365,29.89,24.8,2.286,3.6968,25.35766784,4.3738,3.9309,0.1126,0.0006,0.0302,0.532,0.1942,0.0034,0.0131,0.018,0.035,0.1591,1.0982,5550.5
5551,9.0768,94.0594,58.862,2.1037,8.5294,2.7212,28.03,15.14,2.4511,3.6691,24.20876325,4.9195,4.4489,0.0727,0.007,0.0814,0.3281,0.1975,0.0038,0.0097,0.0303,0.0611,0.1186,0.9102,5551
5551.5,9.1068,95.0521,58.7171,2.1047,8.4788,2.8613,26.57,11.58,2.512,3.7032,24.73773852,5.2287,4.7368,0.0598,0.028,0.2207,0.1745,0.0528,0.001,0.0041,0.0285,0.0761,0.0492,0.6947,5551.5
5552,9.1461,95.4854,58.555,2.1021,8.4394,2.9191,26.23,9.7,2.5441,3.7823,26.38932862,5.2123,4.7163,0.0904,0.1069,0.2301,0.0475,0.0011,0,0.0026,0.0158,0.0339,0.0129,0.5412,5552
5552.5,9.1975,97.1261,59.3982,2.1397,8.5242,2.9748,26.68,8.46,2.5653,3.7874,27.16063604,5.0665,4.5948,0.118,0.2381,0.1561,0.0044,0.0042,0.0037,0.0016,0.0057,0.0046,0.0023,0.5387,5552.5
5553,9.1567,97.3227,59.5259,2.1337,8.5908,2.9622,27.32,8.57,2.5634,3.6992,27.2034629,4.784,4.4329,0.0912,0.24,0.1097,0.0006,0.0296,0.0285,0.0004,0.0012,0.0015,0.0124,0.5151,5553
5553.5,9.1514,97.8189,59.6456,2.115,8.715,3.0066,30.67,12.73,2.4923,3.5925,26.29540636,3.9873,3.8911,0.1134,0.1877,0.0774,0.0011,0.0748,0.1137,0.0013,0.0013,0.0026,0.0413,0.6146,5553.5
5554,9.3711,94.8991,57.5763,2.0087,8.5666,2.9738,30.09,21.98,2.3341,3.4664,24.48473498,2.9595,3.106,0.1137,0.3476,0.0753,0.0002,0.0729,0.2148,0.0078,0.0003,0.001,0.0783,0.9119,5554
5554.5,8.7571,89.5777,54.0773,1.8609,8.1647,2.8626,29.88,29.44,2.2067,3.3985,21.58607774,2.3875,2.6172,0.1136,0.7206,0.1946,0.0003,0.0419,0.2979,0.0559,0.0027,0.0023,0.0721,1.5019,5554.5
5555,8.1873,81.5202,49.0592,1.6745,7.47,2.6353,25.96,26.93,2.2495,3.4399,19.16508834,2.3551,2.761,0.1413,1.2151,0.5232,0.0018,0.0245,0.3347,0.134,0.0193,0.0056,0.0236,2.4231,5555
5555.5,8.1054,75.4496,45.5179,1.5369,7.0109,2.4296,20.33,16.84,2.4221,3.3683,16.60890459,2.5967,3.4539,0.3309,1.7843,0.7998,0.0043,0.0267,0.3459,0.1592,0.0233,0.0026,0.0031,3.4801,5555.5
5556,8.1056,68.7845,41.5035,1.3813,6.4913,2.2126,16.02,8.81,2.5593,3.2138,15.40409894,2.6151,4.1711,0.7215,2.2652,1.0659,0.0178,0.0422,0.3562,0.1546,0.0083,0.0009,0,4.6326,5556
5556.5,8.1086,63.7212,38.3296,1.2516,6.1136,2.0536,13.97,6.73,2.5949,3.2011,16.31187279,2.4662,4.6963,1.1468,2.2955,1.6345,0.1633,0.0621,0.294,0.1414,0.0189,0.0071,0.0002,5.7638,5556.5
5557,8.1102,58.5382,34.9601,1.1174,5.6959,1.8938,13.64,6.51,2.5986,3.2068,18.10120141,2.2397,4.7839,1.6386,1.9338,2.2622,0.7534,0.1099,0.1929,0.1181,0.0413,0.0149,0.0009,7.066,5557
5557.5,8.1147,52.5013,30.7491,0.9611,5.1188,1.7592,14.47,6.99,2.5904,3.1148,20.19342756,1.9894,4.322,2.0173,1.4707,2.6318,1.9835,0.2825,0.0875,0.0985,0.0553,0.0107,0.0007,8.6385,5557.5
5558,8.119,45.9805,26.138,0.797,4.4522,1.6344,16.15,10.23,2.535,2.8973,22.53173145,1.882,4.5759,2.0248,1.3047,3.2079,3.2189,0.6087,0.0578,0.0641,0.0376,0.0051,0.0001,10.5297,5558
5558.5,8.1321,40.605,22.2404,0.6542,3.908,1.5548,16.78,14.51,2.4618,2.5666,24.42367491,1.8578,5.8171,1.6458,1.5729,4.0531,4.1366,1.0209,0.058,0.0465,0.0564,0.0067,0,12.5969,5558.5
5559,8.1424,37.7393,19.9228,0.5604,3.63,1.5448,17.39,17.25,2.415,2.3594,25.65272085,1.8242,6.6992,1.0424,1.7808,4.9938,4.6645,1.3977,0.1062,0.0556,0.0828,0.0134,0,14.1372,5559
5559.5,8.128,34.9678,18.1115,0.4827,3.432,1.4691,16.95,18.43,2.3949,2.3808,26.36155477,1.7991,7.3833,0.4098,2.0983,6.0449,4.7675,1.5146,0.3006,0.1297,0.068,0.0157,0.0026,15.3517,5559.5
5560,8.1107,33.1565,16.9717,0.4232,3.356,1.4186,16.9,19.18,2.382,2.4293,26.65978799,1.8014,8.3535,0.1976,2.241,6.5034,5.1225,1.6261,0.3668,0.132,0.0778,0.0399,0.0361,16.3432,5560
5560.5,8.0986,30.4283,15.8538,0.3714,3.249,1.2593,16.87,19.96,2.3686,2.3523,26.70127208,1.8235,9.5176,0.2045,2.0819,6.1577,5.797,1.9884,0.3107,0.0438,0.0417,0.0564,0.1191,16.8012,5560.5
5561,8.035,28.3414,15.2198,0.3452,3.1735,1.0964,15.49,20.36,2.3618,2.2511,26.6930742,1.8578,10.7204,0.1832,1.8491,5.8128,6.1675,2.3477,0.3414,0.0069,0.008,0.0388,0.1563,16.9117,5561
5561.5,8.0236,26.8363,14.6424,0.3304,3.0615,0.9963,14.53,20.26,2.3635,2.2556,26.90565371,1.9027,11.9053,0.1317,1.6092,5.3189,6.2287,2.7804,0.3903,0.0082,0.0026,0.0229,0.1482,16.6411,5561.5
5562,7.9992,26.0476,14.3469,0.3235,3.0005,0.9435,13.6,19.94,2.369,2.3022,27.23908127,1.9396,12.6208,0.0631,1.1051,4.7887,6.5335,3.0156,0.4112,0.0719,0.0073,0.0309,0.0968,16.1241,5562
5562.5,7.9699,26.0932,14.246,0.3199,2.9859,0.966,14.15,19.95,2.3688,2.2938,27.50233216,1.9496,12.538,0.0102,0.4416,4.6947,7.1254,2.5758,0.5752,0.2559,0.0106,0.0154,0.026,15.7308,5562.5
5563,7.9912,27.2643,14.7709,0.3309,3.1,1.0345,14.66,20.52,2.3591,2.2366,27.62014134,1.9375,12.0447,0,0.1671,4.7482,7.5236,2.1986,0.7,0.3315,0.0051,0.0012,0.001,15.6763,5563
5563.5,8.0072,28.3953,15.3987,0.3536,3.191,1.0879,15.36,20.99,2.3511,2.1737,27.60777385,1.893,11.1042,0,0.2899,5.2416,7.3164,2.081,0.709,0.26,0.0038,0.0003,0,15.902,5563.5
5564,7.9979,29.7049,15.8713,0.3709,3.2586,1.1795,17.04,21.3,2.3457,2.1568,27.38028269,1.8348,10.1189,0.0012,0.7175,6.1033,6.5512,2.1402,0.6714,0.1634,0.0171,0.0041,0.003,16.3724,5564
5564.5,7.9767,29.3643,15.4731,0.3673,3.1503,1.2091,17.38,21.6,2.3407,2.1935,26.94162544,1.8199,9.6941,0.0192,1.4225,6.7526,5.7534,2.1691,0.5653,0.1176,0.0268,0.0162,0.0436,16.8863,5564.5
5565,7.9694,29.1673,15.3388,0.3681,3.1039,1.2131,16.9,21.45,2.3431,2.2151,26.35936396,1.8483,9.6924,0.0794,2.3492,6.7496,5.2014,2.1679,0.4311,0.1036,0.0181,0.0476,0.0857,17.2336,5565
5565.5,7.9644,30.6919,16.163,0.3894,3.2638,1.2826,16.75,21.26,2.3464,2.1985,25.49250883,1.885,9.7241,0.2498,2.8627,6.4304,5.0755,1.872,0.3424,0.2249,0.0602,0.0773,0.036,17.2312,5565.5
5566,7.9845,34.7097,18.4082,0.4456,3.707,1.4389,16.02,20.97,2.3514,2.1965,24.20360424,1.8892,9.227,0.5705,2.8904,5.913,5.0462,1.5023,0.2973,0.22,0.1088,0.1181,0.017,16.6836,5566
5566.5,8.0169,40.0778,21.028,0.5057,4.2504,1.6947,16.01,20.02,2.3677,2.2331,23.48685512,1.8548,8.2637,0.9009,2.6899,5.086,4.8251,1.3955,0.2656,0.1484,0.0712,0.1352,0.0591,15.5769,5566.5
5567,8.0613,43.8133,22.8455,0.5426,4.65,1.8823,15.54,18.58,2.3923,2.3261,23.05823322,1.8268,7.6341,0.7628,2.6639,4.6858,4.2155,1.3418,0.2845,0.1488,0.033,0.0813,0.1116,14.329,5567
5567.5,8.0679,44.7616,23.5542,0.5507,4.8361,1.9034,16.22,17.16,2.4166,2.4537,22.86303887,1.8249,7.296,0.4577,3.0391,4.7612,3.4938,1.3069,0.3104,0.1904,0.0491,0.0266,0.0874,13.7226,5567.5
5568,8.0719,42.5017,22.7206,0.5178,4.7283,1.7781,16.47,16.71,2.4242,2.5048,23.12628975,1.9194,7.4457,0.381,3.3765,4.6918,3.387,1.4099,0.2376,0.2441,0.0676,0.0039,0.0238,13.8232,5568
5568.5,8.0607,40.2991,21.8396,0.4899,4.5825,1.6582,15.99,17.21,2.4157,2.4412,23.74282686,2.1891,8.1565,0.4595,3.2258,4.4015,3.9731,1.6383,0.1618,0.1674,0.0569,0.0015,0.009,14.0948,5568.5
5569,8.0089,40.8722,22.2464,0.5002,4.6627,1.6603,15.04,17.67,2.4078,2.3612,24.54501767,2.5551,8.9852,0.6614,3.0299,3.7151,4.4535,1.9224,0.17,0.0725,0.0334,0.0013,0.0019,14.0614,5569
5569.5,8.0179,45.7448,24.6799,0.5659,5.1207,1.8682,15.58,18.02,2.4019,2.3804,25.43236749,2.7596,9.4273,0.7517,2.7259,3.1335,4.4849,2.086,0.1906,0.0293,0.014,0.0042,0,13.4201,5569.5
5570,8.0298,53.4105,28.7175,0.6813,5.8498,2.1639,19.11,19.45,2.3774,2.4993,26.63067138,2.784,9.4284,0.9173,2.1743,2.8987,4.3076,2.0834,0.1612,0.013,0.031,0.0127,0,12.5992,5570
5570.5,8.0426,57.6722,30.3808,0.7489,6.0553,2.3901,22.23,22.13,2.3316,2.6703,27.48431095,2.7733,9.3454,1.1102,1.7519,2.8071,4.022,1.8016,0.1606,0.0713,0.0531,0.0092,0,11.787,5570.5
5571,8.0244,56.0584,29.0911,0.7275,5.7486,2.3658,24.04,23.92,2.3009,2.8408,27.79201413,2.7628,9.1944,1.2489,1.3717,2.8003,3.9879,1.3177,0.1278,0.1778,0.0501,0.0017,0,11.0839,5571
5571.5,8.0212,49.4922,25.6303,0.6472,5.0355,2.0801,22.49,23.43,2.3094,2.8071,27.69413428,2.7795,9.0473,1.3086,0.9441,2.8592,4.3211,0.9765,0.1196,0.2721,0.0389,0.0011,0,10.8412,5571.5
5572,8.0038,41.7662,21.8203,0.549,4.2963,1.7174,21.74,21.58,2.3409,2.5359,27.20558304,2.9085,10.574,1.1565,0.6549,2.9684,4.6558,1.1097,0.1685,0.2784,0.0831,0.0068,0,11.0821,5572
5572.5,7.9936,35.767,19.0944,0.4801,3.7614,1.4053,18.18,20.33,2.3623,2.3429,26.47929329,3.0541,13.0078,0.702,0.5496,3.3644,4.8337,1.487,0.3983,0.2756,0.0837,0.008,0,11.7023,5572.5
