DEPT.F,CALI,SGR,CGR,POTA,THOR,URAN,NPHL,DLIM,RHOB,PEF,PHIS,RT,RXO,4ms,8ms,16ms,32ms,64ms,128ms,256ms,512ms,1024ms,2048ms,PHItmri,DEPT
5459,9.8851,72.1305,47.0007,1.1957,8.9674,1.8417,26.56,7.21,2.5867,3.901,21.96961131,5.0219,5.1436,0.0761,0.01,0,0.0269,0.0888,0.0313,0.0014,0,0,0.009,0.2435,5459
5459.5,9.9399,71.0367,46.2172,1.1871,8.7618,1.805,24.88,6.45,2.5998,3.9542,21.90522968,5.0208,5.1596,0.0542,0.0038,0,0.0068,0.0628,0.0955,0.0123,0,0,0.003,0.2384,5459.5
5460,9.9675,70.1975,45.6853,1.1756,8.6493,1.7662,25.3,7.05,2.5895,3.9969,21.90791519,5.0347,5.2047,0.0449,0.0008,0,0,0.0233,0.1341,0.0423,0,0,0.0002,0.2456,5460
5460.5,9.9659,68.4556,44.3175,1.1332,8.4247,1.7373,26.58,8.71,2.5611,4.0048,21.94374558,5.1388,5.3531,0.0567,0.0062,0,0,0.0081,0.1335,0.0618,0.0005,0,0,0.2668,5460.5
5461,9.8857,67.8346,43.5166,1.102,8.3235,1.7693,27.38,9.97,2.5395,4.0137,21.89780919,5.0482,5.2855,0.0508,0.0077,0,0,0.0061,0.1271,0.0882,0.0018,0,0,0.2817,5461
5461.5,9.872,67.1526,43.1312,1.0819,8.3002,1.7441,26.77,9.42,2.5488,4.0475,21.66954064,5.0702,5.3183,0.0979,0.0064,0,0,0.0009,0.1296,0.0867,0.001,0,0,0.3225,5461.5
5462,9.8744,67.1996,43.3461,1.0698,8.4259,1.7317,26.54,9.09,2.5546,4.0011,21.52077739,5.214,5.4592,0.2063,0.0245,0,0,0,0.1226,0.056,0.0001,0,0,0.4095,5462
5462.5,9.8207,68.5841,44.3513,1.0905,8.6422,1.7615,24.64,10.56,2.5295,3.8635,21.47837456,5.3201,5.5292,0.1745,0.024,0,0,0,0.0995,0.0396,0,0,0,0.3376,5462.5
5463,9.5072,68.5845,44.3001,1.0842,8.6559,1.769,24.98,10.97,2.5225,3.7968,21.59314488,5.3645,5.5175,0.1975,0.0156,0,0,0.0002,0.0903,0.0252,0,0,0,0.3288,5463
5463.5,9.5753,69.762,44.8512,1.0954,8.7756,1.8274,26,10.32,2.5335,3.8268,21.88035336,5.4212,5.5213,0.429,0.0385,0,0,0.0006,0.0819,0.012,0,0,0,0.562,5463.5
5464,9.6723,69.4944,44.4209,1.0771,8.7321,1.8504,26.06,10.78,2.5256,3.8627,21.97194346,5.4587,5.5151,0.5532,0.0578,0,0,0.0069,0.0727,0.0042,0,0,0,0.6948,5464
5464.5,9.7313,69.2527,43.5695,1.0524,8.5885,1.9375,27.14,11.74,2.5093,3.8645,21.97321555,5.256,5.2627,0.5553,0.0642,0,0,0.0454,0.0787,0.0007,0,0,0,0.7443,5464.5
5465,9.7056,68.9125,42.3844,1.0219,8.3671,2.0561,26.47,12.08,2.5035,3.8822,21.98530035,5.0493,4.9957,0.5847,0.0871,0,0.0007,0.0968,0.0621,0.0001,0,0,0.0008,0.8323,5465
5465.5,9.6675,68.5398,41.4574,0.9969,8.2005,2.1597,27.66,12.17,2.5018,3.9087,21.95003534,5.1788,5.0469,0.4592,0.1075,0.0009,0.0075,0.1094,0.0409,0.0001,0,0.0001,0.0147,0.7403,5465.5
5466,9.7419,67.4263,40.6015,0.9792,8.0226,2.1592,26.97,13.3,2.4825,3.967,21.63696113,5.3151,5.0943,0.2337,0.1536,0.032,0.0157,0.101,0.0481,0.0006,0,0.0004,0.0506,0.6357,5466
5466.5,9.5867,68.7747,41.2659,0.9899,8.1837,2.236,26.06,14.2,2.4671,4.1438,20.57250883,5.5616,5.1949,0.081,0.2042,0.1796,0.0224,0.0968,0.0913,0.002,0,0.0004,0.1012,0.7789,5466.5
5467,9.5431,71.4071,42.4536,1.0141,8.4437,2.3761,25.51,12.62,2.4943,4.3034,17.89031802,6.0613,6.0379,0.0131,0.2444,0.3641,0.0167,0.1291,0.1834,0.0138,0,0.0004,0.1629,1.1279,5467
5467.5,9.3903,74.2179,43.5778,1.0351,8.7011,2.5425,26,11.98,2.5051,4.2194,14.52028269,6.2811,5.6141,0.0052,0.3158,0.4968,0.0087,0.1074,0.3524,0.0606,0.0005,0.0001,0.1929,1.5404,5467.5
5468,9.6436,72.5735,42.2637,0.9896,8.5114,2.5409,25.46,17.75,2.4064,3.893,11.70353357,5.3066,4.6761,0.0022,0.2157,0.5736,0.0347,0.0858,0.4972,0.1476,0.0024,0.0028,0.2063,1.7683,5468
5468.5,9.4078,62.4434,36.0962,0.8376,7.3107,2.2297,23.64,22.16,2.3311,3.6552,10.47710247,5.0278,4.3896,0.0014,0.0737,0.5717,0.0994,0.0693,0.5401,0.2637,0.0093,0.0195,0.1791,1.8272,5468.5
5469,8.9862,47.4636,27.3975,0.6252,5.6034,1.6999,16,15.56,2.444,3.9395,11.15257951,7.1876,5.536,0.0005,0.0473,0.5423,0.1391,0.0341,0.5016,0.379,0.0374,0.0332,0.0798,1.7943,5469
5469.5,8.6243,35.8728,20.4517,0.4623,4.2076,1.3111,8.96,5.68,2.6129,4.5762,12.89971731,17.548,10.8306,0.0041,0.0517,0.4987,0.1771,0.0203,0.4621,0.4078,0.0609,0.0223,0.0141,1.7191,5469.5
5470,8.4559,33.0718,18.5943,0.415,3.853,1.2358,8.12,1.55,2.6836,4.9287,18.80424028,28.8447,16.9295,0.0264,0.1856,0.4834,0.1574,0.0254,0.4438,0.3682,0.0619,0.0078,0.0013,1.7612,5470
5470.5,8.4591,40.4762,22.6884,0.505,4.7107,1.5152,9.95,2.68,2.6641,4.7028,23.33731449,26.3171,13.3575,0.1369,0.6817,0.402,0.0734,0.0604,0.519,0.3042,0.0668,0.0084,0.0004,2.2532,5470.5
5471,8.546,54.2848,30.5965,0.6783,6.3688,2.0098,14.68,5.02,2.6242,4.2137,26.29462898,18.1974,8.3649,0.4389,1.1082,0.3027,0.1728,0.2005,0.6673,0.3755,0.0456,0.0028,0.0001,3.3144,5471
5471.5,8.9125,66.454,37.6156,0.8338,7.8347,2.4365,25.95,8.04,2.5726,4.0302,28.67597173,10.1372,4.5374,0.9376,0.9771,0.3324,0.6162,0.5251,0.8157,0.5822,0.0493,0.0009,0,4.8365,5471.5
5472,9.094,75.504,42.5627,0.948,8.8487,2.7891,35.05,15.3,2.4484,4.0159,30.20077739,5.7436,2.5703,1.5009,0.5908,0.5256,1.2311,0.8427,1.0518,0.7289,0.0855,0.0026,0,6.5599,5472
5472.5,9.0504,80.3379,44.9998,1.0026,9.3592,2.9992,38.92,25.04,2.2819,3.6659,31.04438163,3.5316,1.5656,2.1962,0.3992,0.5116,1.7184,1.4434,1.1809,0.7253,0.2125,0.0166,0,8.4041,5472.5
5473,8.8239,82.1773,45.876,1.0253,9.5333,3.093,39.06,29.81,2.2003,3.1749,31.93314488,2.9997,1.2987,2.6139,0.4979,0.5637,1.9975,1.9442,1.2498,0.7175,0.3692,0.0483,0,10.002,5473
5473.5,8.7399,81.781,45.7666,1.0105,9.5761,3.074,38.02,29.27,2.2095,3.024,32.73922261,3.1306,1.3168,2.4899,0.8691,0.8681,1.9745,2.1114,1.4019,0.7323,0.4679,0.1014,0.0009,11.0174,5473.5
5474,8.6587,79.5617,44.6805,0.9781,9.3924,2.9699,36.69,28.51,2.2224,3.2597,33.38706714,3.563,1.4499,2.0258,1.4071,1.1442,1.7415,2.1282,1.5996,0.7863,0.4504,0.1727,0.0076,11.4634,5474
5474.5,8.6662,76.7679,43.0915,0.9409,9.0717,2.8555,36.72,28.17,2.2283,3.5476,32.39448763,3.865,1.5151,1.2291,1.8517,1.3859,1.3354,2.0777,1.6921,0.7439,0.4196,0.2058,0.012,10.9532,5474.5
5475,8.739,70.5659,39.7873,0.8694,8.3732,2.5845,34.31,26.9,2.2499,3.6788,29.91392226,3.8105,1.4575,0.7282,1.5233,1.5262,1.3202,1.8437,1.4043,0.7011,0.4737,0.1211,0.0035,9.6453,5475
5475.5,8.7861,58.2843,33.3448,0.7262,7.0295,2.0609,26.11,23.17,2.3137,3.764,25.33045936,4.1995,1.5622,0.8412,0.6465,1.103,1.6894,1.5925,0.8974,0.5932,0.4074,0.0543,0.0002,7.8251,5475.5
5476,8.5965,42.65,24.6148,0.5227,5.2534,1.4791,14.98,16.65,2.4254,3.9435,19.84720848,6.4797,2.2653,0.9343,0.2141,0.4988,1.6069,1.1943,0.5346,0.4468,0.2451,0.0186,0,5.6935,5476
5476.5,8.358,28.2584,16.4053,0.3362,3.5604,0.9676,4.43,8.81,2.5593,4.2013,12.48869258,16.2143,4.9623,0.7168,0.1009,0.1662,1.1599,0.7147,0.2899,0.3491,0.1104,0.0054,0,3.6133,5476.5
5477,8.2408,20.8636,12.0469,0.2393,2.652,0.7185,2.22,2.99,2.6589,4.4776,7.435265018,92.5783,22.8406,0.4661,0.1426,0.0923,0.6921,0.3136,0.2229,0.2617,0.0262,0.0005,0,2.218,5477
5477.5,8.2128,18.2753,10.3352,0.2006,2.2991,0.6546,1.84,1.24,2.6888,4.7116,4.107349823,871.5807,122.1611,0.2936,0.2098,0.1442,0.3509,0.062,0.1938,0.1628,0.0019,0,0,1.419,5477.5
5478,8.2062,18.5405,10.1379,0.1958,2.261,0.7056,1.66,1.18,2.6898,4.7477,2.105159011,2065.0593,300.4592,0.2458,0.2199,0.1664,0.2092,0.0138,0.0852,0.095,0.0008,0,0,1.0361,5478
5478.5,8.1726,19.4515,10.1867,0.2004,2.2558,0.7937,1.97,0.75,2.6972,4.6168,1.878515901,2070.4287,1088.4346,0.2666,0.2711,0.1874,0.3201,0.0554,0.0394,0.0516,0.0011,0,0,1.1927,5478.5
5479,8.1539,21.2099,10.6421,0.2155,2.3285,0.9244,2.44,1.02,2.6926,4.4775,2.80770318,1477.1292,894.3704,0.1601,0.4906,0.3352,0.3837,0.1525,0.0582,0.025,0.0016,0.0003,0.0008,1.608,5479
5479.5,8.1469,21.787,10.5536,0.22,2.2807,0.9933,3.16,2.79,2.6623,4.427,3.853003534,322.4982,126.0908,0.0463,0.5211,0.727,0.4402,0.2752,0.0805,0.0164,0.0054,0.0008,0.006,2.1189,5479.5
5480,8.1347,21.4341,10.2572,0.2172,2.2023,0.9958,4.1,4.59,2.6314,4.5347,4.821978799,134.025,83.0284,0.0138,0.2608,1.0541,0.8325,0.2517,0.0823,0.0287,0.0118,0.0059,0.0184,2.56,5480
5480.5,8.1274,22.9926,11.1487,0.2431,2.3621,1.0543,5.28,6.31,2.6022,4.5204,5.873003534,71.7769,58.4396,0.0903,0.1094,1.0114,1.3137,0.1807,0.0508,0.0183,0.0173,0.0153,0.0317,2.8389,5480.5
5481,8.1371,27.1214,13.5949,0.3058,2.8372,1.1841,6.38,7.71,2.5781,4.2565,6.971448763,44.5682,41.0364,0.312,0.0834,0.8223,1.5153,0.1253,0.0092,0.003,0.0133,0.0082,0.0493,2.9413,5481
5481.5,8.1387,34.9816,18.1697,0.423,3.7248,1.4466,7.11,7.23,2.5863,4.0766,7.911024735,29.3571,27.5661,0.5552,0.177,0.6434,1.2748,0.0813,0.0048,0.0042,0.0092,0.0093,0.0588,2.818,5481.5
5482,8.1359,43.3213,22.9104,0.5521,4.6074,1.7177,6.99,5.99,2.6076,4.0266,8.846289753,25.6494,25.9611,0.6853,0.3365,0.422,0.9183,0.0545,0.0053,0.0061,0.016,0.0193,0.0441,2.5074,5482
5482.5,8.1172,48.7761,26.0921,0.655,5.1217,1.8821,6.52,5.43,2.6171,3.9476,9.294911661,27.0416,27.6228,0.504,0.4824,0.4965,0.4692,0.0195,0.0008,0.0015,0.0056,0.0153,0.0244,2.0192,5482.5
5483,8.1422,50.3314,27.0752,0.7115,5.1631,1.9169,5.77,4.98,2.6248,3.9274,9.381766784,21.4882,22.6097,0.1779,0.397,0.606,0.1694,0.002,0,0,0,0.0087,0.0258,1.3868,5483
5483.5,8.1626,46.4017,25.2838,0.6845,4.7255,1.7206,5.92,4.21,2.638,4.1393,9.774840989,17.3132,18.1777,0.0309,0.1785,0.496,0.1105,0,0,0,0,0.0096,0.0306,0.8561,5483.5
5484,8.1974,42.2744,23.2363,0.6366,4.3065,1.5694,5.62,3.45,2.651,4.4723,10.59660777,17.7396,18.596,0.001,0.0279,0.3269,0.1138,0,0,0,0,0.0065,0.0177,0.4938,5484
5484.5,8.1998,39.0452,21.5736,0.6002,3.9543,1.4581,5.37,2.84,2.6614,4.6184,11.4829682,17.0948,17.8982,0,0.0014,0.1682,0.0895,0,0,0,0,0.0017,0.0179,0.2787,5484.5
5485,8.2144,39.4158,21.9123,0.6259,3.9383,1.4788,5.54,2.5,2.6672,4.5622,12.30381625,14.7651,15.4081,0.0003,0.0074,0.0876,0.065,0,0,0,0.0001,0.0051,0.0261,0.1916,5485
5485.5,8.2298,40.8239,22.6606,0.6716,3.9565,1.54,6.51,2.21,2.6722,4.4799,13.17660777,13.1236,13.6653,0.0016,0.0372,0.0821,0.0395,0.0001,0,0,0.0018,0.0182,0.0152,0.1957,5485.5
5486,8.2563,41.6624,23.0737,0.7154,3.8782,1.5651,7.26,2.17,2.6729,4.4049,14.00466431,12.6505,12.6985,0.0075,0.0305,0.1188,0.0274,0.003,0.0029,0,0.0037,0.0309,0.0066,0.2313,5486
5486.5,8.2816,40.8982,22.7698,0.7378,3.6751,1.512,7.17,3.07,2.6574,4.3585,14.41816254,11.4073,11.833,0.0414,0.0072,0.1083,0.0387,0.03,0.0205,0,0.0042,0.0184,0.0064,0.2751,5486.5
5487,8.2969,40.949,23.141,0.7824,3.5797,1.4655,7.28,3.6,2.6484,4.422,14.19787986,10.9816,11.251,0.0698,0.0017,0.0674,0.0418,0.1107,0.0239,0,0.0019,0.003,0.0014,0.3216,5487
5487.5,8.3184,40.5001,23.6604,0.8203,3.5628,1.3535,7.5,3.3,2.6536,4.5385,14.07342756,12.2746,12.4628,0.0555,0.0007,0.0216,0.0426,0.2106,0.0109,0,0.0001,0.0001,0,0.3421,5487.5
5488,8.346,40.4117,24.617,0.8654,3.6501,1.2313,7.09,3.24,2.6545,4.5685,14.87830389,11.9787,12.0252,0.049,0.0063,0.0021,0.0547,0.2312,0.0068,0,0,0,0,0.3501,5488
5488.5,8.3666,40.3882,25.5045,0.8956,3.7859,1.1175,7.46,3.52,2.6499,4.5268,15.40904594,10.3146,10.1083,0.031,0.0169,0.013,0.1479,0.1476,0.0022,0,0,0,0,0.3586,5488.5
5489,8.38,40.3998,26.2596,0.9184,3.9153,1.0265,8.13,4,2.6416,4.5594,15.55017668,10.2322,9.7953,0.0181,0.0523,0.0444,0.1555,0.0491,0.0015,0,0,0,0,0.3209,5489
5489.5,8.3974,42.3122,28.0076,0.9785,4.1807,1.0308,8.93,5.11,2.6226,4.6243,15.40226148,11.5623,10.9955,0.0439,0.0833,0.0318,0.0805,0.0469,0.0023,0,0,0,0,0.2887,5489.5
5490,8.4121,43.922,29.3745,1.0205,4.4123,1.0604,9.1,6.46,2.5995,4.4692,14.864947,10.5473,10.0663,0.0364,0.0429,0.0059,0.1298,0.0584,0.0015,0,0,0,0,0.2749,5490
5490.5,8.4515,44.7114,29.8946,1.0334,4.5149,1.103,9.33,6.51,2.5987,4.168,14.1340636,8.1904,7.767,0.0065,0.0067,0.0011,0.1094,0.0555,0.0206,0.0001,0,0,0,0.1999,5490.5
5491,8.4552,44.5461,29.7954,1.0281,4.5089,1.114,9.1,5.12,2.6224,4.1184,13.44056537,8.2423,7.7165,0,0,0.0001,0.0237,0.0423,0.0726,0.0007,0.0001,0.0002,0.0026,0.1423,5491
5491.5,8.4077,44.1996,29.4854,1.0114,4.491,1.1197,8.05,3.62,2.6481,4.344,12.9014841,10.1525,9.4898,0,0.0001,0,0.0009,0.0215,0.0862,0.0024,0.0019,0.003,0.0166,0.1326,5491.5
5492,8.38,44.9848,29.7934,1.02,4.5475,1.1772,7.65,3.3,2.6536,4.4535,12.95229682,10.2629,9.6697,0.0024,0.003,0.0003,0,0.0056,0.0544,0.0062,0.0114,0.0117,0.0233,0.1183,5492
5492.5,8.3635,46.304,30.6412,1.0438,4.702,1.2258,8.54,3.52,2.6498,4.3804,13.17731449,10.3713,9.8872,0.0118,0.0082,0.0006,0.0003,0.0024,0.0483,0.0145,0.024,0.015,0.0129,0.138,5492.5
5493,8.3399,48.001,31.6084,1.0591,4.9344,1.3095,9.28,4.21,2.638,4.3014,13.26911661,11.5253,11.1702,0.009,0.0039,0.0001,0.0022,0.0105,0.1051,0.0132,0.0111,0.0042,0.0021,0.1614,5493
5493.5,8.3399,47.1926,31.0975,1.0233,4.9438,1.2943,8.43,5.74,2.6119,4.2032,12.9659364,11.5357,11.3385,0.0041,0.0003,0,0.0039,0.0206,0.127,0.0039,0.0007,0.0004,0,0.1609,5493.5
5494,8.3315,46.1496,30.2198,0.9714,4.9145,1.2849,8.41,5.88,2.6094,4.1256,12.37434629,12.7415,12.5563,0.0057,0,0,0.0076,0.0311,0.1121,0.0018,0,0.0015,0.0004,0.1602,5494
5494.5,8.266,43.032,28.1939,0.8818,4.7021,1.1848,7.2,4.56,2.632,4.0434,11.98240283,16.0192,15.7309,0.0027,0,0,0.0085,0.0252,0.0696,0.0016,0,0.0012,0.008,0.1168,5494.5
5495,8.2488,42.2664,27.7093,0.8428,4.7351,1.1422,6.25,4.23,2.6376,3.9129,11.864947,15.0618,14.7071,0.0003,0,0,0.0018,0.0049,0.0161,0.0006,0,0.0002,0.0303,0.0542,5495
5495.5,8.2363,43.6969,28.6439,0.8457,5.0171,1.1612,6.2,4.42,2.6344,3.918,11.95667845,14.0937,13.6559,0.0001,0.0006,0.0001,0,0.0022,0.0009,0.0003,0,0.0006,0.0386,0.0434,5495.5
5496,8.2274,45.2457,29.7026,0.8498,5.3328,1.1951,6.72,3.2,2.6552,4.1132,12.36848057,13.7572,13.215,0.0043,0.0125,0.0034,0.0001,0.0058,0.0016,0.0034,0.0001,0.0007,0.0167,0.0486,5496
5496.5,8.2234,46.827,30.7147,0.8545,5.6306,1.2487,7.36,2.49,2.6674,4.3326,12.75017668,13.1366,12.505,0.0443,0.0522,0.0113,0.0009,0.0077,0.0046,0.0157,0.0034,0.0003,0.0018,0.1422,5496.5
5497,8.2294,46.5335,30.2105,0.8139,5.6651,1.2907,7.46,3.05,2.6579,4.4088,12.80091873,13.7562,13.0958,0.096,0.0897,0.0167,0.0023,0.0083,0.0032,0.0179,0.012,0.0013,0.0027,0.2501,5497
5497.5,8.2238,45.8958,29.6472,0.7829,5.636,1.2965,7.85,3.42,2.6515,4.3413,12.44826855,15.1276,14.3148,0.0633,0.1317,0.0368,0.0016,0.0052,0.0004,0.0042,0.0077,0.0031,0.014,0.268,5497.5
5498,8.2291,45.4954,29.338,0.7718,5.5915,1.2823,7.01,3.97,2.642,4.2529,11.89448763,15.5544,14.8687,0.0461,0.1472,0.0357,0.0002,0.0006,0,0.0002,0.0027,0.012,0.0208,0.2655,5498
5498.5,8.2301,43.9816,28.4139,0.7576,5.3683,1.2067,6.74,4.31,2.6363,4.1815,11.09844523,14.7901,14.1721,0.0184,0.0804,0.0309,0,0,0.0026,0.0062,0.0187,0.0247,0.0081,0.19,5498.5
5499,8.1845,43.6725,28.0986,0.7657,5.231,1.1891,6.64,3.33,2.6531,4.1738,10.11123675,19.4817,18.5316,0.0016,0.0408,0.0357,0,0.0002,0.0337,0.0408,0.0305,0.0149,0.0005,0.1987,5499
5499.5,8.1552,44.3322,28.2421,0.7872,5.1747,1.2074,5.55,2.12,2.6738,4.1988,9.129257951,23.7413,22.5128,0.0026,0.0522,0.0362,0.0001,0.0025,0.1203,0.0457,0.0091,0.0021,0,0.2708,5499.5
5500,8.139,45.4891,28.4585,0.8095,5.1375,1.2701,5.1,1.97,2.6763,4.1222,8.715618375,25.562,24.219,0.0088,0.0421,0.0247,0.0019,0.008,0.1677,0.0189,0,0,0,0.2721,5500
5500.5,8.121,47.4402,29.199,0.8454,5.2008,1.346,4.55,2.15,2.6733,4.0357,9.005300353,26.7326,25.3826,0.0285,0.0399,0.0343,0.006,0.0179,0.0926,0.0153,0,0,0,0.2345,5500.5
5501,8.1164,48.318,29.4137,0.8667,5.1677,1.3829,4.64,2.29,2.6709,4.0351,9.375194346,24.6643,23.5629,0.0387,0.0247,0.0197,0.0031,0.0422,0.0679,0.0033,0,0,0,0.1996,5501
5501.5,8.1071,46.8887,28.1763,0.8439,4.8859,1.3717,4.74,2.5,2.6673,4.0386,9.716890459,20.5492,19.8149,0.0177,0.0207,0.0467,0.0046,0.0815,0.0846,0,0,0,0,0.2558,5501.5
5502,8.1182,43.0513,25.6699,0.7906,4.3482,1.2706,5,2.67,2.6644,4.05,10.00699647,17.9071,17.4086,0.0174,0.0095,0.0713,0.019,0.0768,0.0577,0,0,0,0,0.2517,5502
5502.5,8.1242,38.5003,22.7145,0.7088,3.8045,1.1684,5.34,2.79,2.6623,4.1634,10.12706714,18.6384,18.288,0.0763,0.0033,0.0357,0.0344,0.0545,0.0178,0,0,0,0,0.222,5502.5
5503,8.1567,35.5153,20.6118,0.6617,3.3649,1.1116,5.17,2.77,2.6627,4.3917,10.24833922,19.6519,19.562,0.0949,0.0063,0.0223,0.0317,0.033,0.0075,0,0,0,0,0.1957,5503
5503.5,8.1772,34.843,19.9829,0.6643,3.1547,1.1073,5.3,2.59,2.6658,4.6065,10.50664311,18.11,18.1129,0.0826,0.0341,0.0068,0.0086,0.0389,0.0158,0,0,0,0.0027,0.1895,5503.5
5504,8.0724,34.5563,19.6575,0.6887,2.9366,1.1047,5.78,3.06,2.6576,4.6931,10.71385159,15.5592,15.651,0.0601,0.0684,0.0024,0.0002,0.0258,0.0187,0.0001,0,0,0.013,0.1887,5504
5504.5,8.2984,34.4625,19.7335,0.7251,2.7885,1.0643,6.04,3.26,2.6542,4.6429,10.78713781,14.3586,14.509,0.0195,0.0347,0.0019,0.0001,0.0266,0.0268,0.0005,0.0003,0.0004,0.015,0.1258,5504.5
5505,8.3474,34.6767,19.8953,0.7599,2.6749,1.0653,5.66,2.27,2.6711,4.5204,10.78310954,14.5547,14.8088,0.0034,0.0032,0.0002,0.0012,0.0493,0.0223,0.0011,0.0008,0.0011,0.0062,0.0888,5505
5505.5,8.2792,35.5236,20.8176,0.8108,2.7249,1.0418,5.35,1.58,2.683,4.4161,10.69597173,14.7988,15.1635,0.0012,0.0001,0,0.0022,0.0633,0.0275,0.0019,0.0005,0.0004,0.0012,0.0983,5505.5
5506,8.2513,36.7901,21.8651,0.8632,2.8078,1.0601,5.36,1.59,2.6828,4.459,10.60282686,15.2127,15.6363,0.0004,0.0013,0,0.0006,0.0516,0.0709,0.0035,0.0028,0.0007,0.0002,0.132,5506
5506.5,8.2488,36.2093,22.2795,0.8817,2.8519,0.9667,5.43,1.36,2.6868,4.6278,10.59971731,16.2236,16.6479,0.0029,0.0132,0,0,0.0224,0.0797,0.0072,0.0082,0.0025,0.0046,0.1407,5506.5
5507,8.2427,36.4835,23.0928,0.914,2.956,0.8975,5.41,0.7,2.698,4.7758,10.63130742,17.236,17.6013,0.0066,0.0228,0,0,0.0035,0.0542,0.0184,0.0055,0.0022,0.0122,0.1254,5507
5507.5,8.1775,36.156,23.0389,0.9108,2.955,0.8753,5.51,1.44,2.6854,4.9133,10.50282686,17.7816,18.0856,0.0036,0.0092,0,0,0.0003,0.0379,0.0443,0.0015,0.0004,0.0079,0.1051,5507.5
5508,8.1279,36.3527,23.0842,0.9111,2.9689,0.9,5.59,3.14,2.6564,4.9733,10.21646643,17.4259,17.7177,0.0003,0.0007,0,0.0012,0.0108,0.0539,0.0377,0.0005,0,0.0011,0.1062,5508
5508.5,8.0608,35.9518,22.583,0.885,2.9354,0.9464,5.58,3.82,2.6446,4.9085,10.06028269,15.8642,16.0952,0,0,0.0001,0.0242,0.0712,0.0458,0.0105,0,0,0,0.1518,5508.5
5509,8.0641,34.126,21.1596,0.8235,2.7783,0.9609,5.27,3.54,2.6494,4.7949,10.15243816,15.3296,15.4959,0,0,0.0023,0.115,0.1208,0.0085,0.0006,0,0,0,0.2472,5509
5509.5,8.0582,34.8501,21.567,0.8316,2.8694,1.0058,5.34,2.6,2.6655,4.6833,10.46530035,15.9603,16.0907,0,0,0.0421,0.2277,0.0973,0.0002,0,0,0,0,0.3673,5509.5
5510,8.0548,35.4641,22.1569,0.8441,2.9972,1.0076,5.51,2.08,2.6745,4.692,10.56325088,17.2508,17.4229,0,0.0018,0.2061,0.219,0.0574,0.0022,0.001,0.0003,0.0001,0.0001,0.488,5510
5510.5,8.048,37.7365,23.8923,0.9074,3.246,1.0387,5.83,2.08,2.6745,4.7549,10.39222615,16.3042,16.482,0,0.0072,0.3183,0.1104,0.0128,0.0096,0.0052,0.0025,0.0013,0.0041,0.4714,5510.5
5511,8.0367,39.4973,25.1502,0.9508,3.4386,1.0813,5.97,1.44,2.6854,4.6804,10.25378092,14.5837,14.6571,0,0.006,0.2353,0.0424,0,0.0056,0.0043,0.0031,0.0016,0.0184,0.3167,5511
5511.5,8.0323,39.2985,24.8212,0.9411,3.3813,1.1063,5.81,0.75,2.6972,4.5793,10.35957597,14.6559,14.6091,0.0048,0.0162,0.1405,0.017,0,0.0004,0.0006,0.0005,0.0003,0.0259,0.2062,5511.5
5512,8.0226,38.5634,23.9567,0.9088,3.2622,1.1516,5.8,1.04,2.6923,4.5821,10.62042403,15.4931,15.3338,0.0358,0.0259,0.0633,0.0042,0.0003,0,0,0,0.0002,0.0308,0.1605,5512
5512.5,8.0087,37.8532,23.2108,0.8815,3.1564,1.1793,5.92,1.62,2.6823,4.5732,10.89166078,15.0785,14.8457,0.0484,0.0235,0.0275,0.017,0.0038,0,0,0,0.0001,0.0233,0.1436,5512.5
5513,8.002,38.5484,23.6283,0.8966,3.217,1.2106,5.96,1.91,2.6774,4.5235,10.92628975,14.8125,14.5663,0.0165,0.0285,0.0576,0.0386,0.0072,0,0,0,0,0.0158,0.1642,5513
5513.5,8.0025,38.8257,23.8095,0.8984,3.2659,1.2308,5.81,2.07,2.6746,4.5047,10.76607774,14.3258,14.2612,0.0016,0.0133,0.0475,0.048,0.0039,0,0,0,0,0.0368,0.1511,5513.5
5514,8.0021,38.4335,23.6138,0.873,3.3249,1.2302,5.85,1.91,2.6773,4.5019,10.62134276,14.5,14.6374,0,0.0013,0.0156,0.0551,0.0032,0,0.0002,0.0012,0.0034,0.0442,0.1242,5514
5514.5,7.9848,38.9033,23.4613,0.8466,3.4024,1.3281,6.01,2.07,2.6746,4.4933,10.40409894,14.9989,15.1182,0,0,0.0084,0.0295,0.0095,0.0012,0.0031,0.014,0.0162,0.0306,0.1125,5514.5
5515,7.9857,38.6097,22.6408,0.8034,3.3479,1.4178,6.09,2.62,2.6652,4.4531,10.13498233,14.8163,14.7308,0,0,0.0016,0.0209,0.0419,0.0055,0.0096,0.0242,0.0117,0.0077,0.1231,5515
5515.5,7.9856,39.3968,22.2959,0.7856,3.3236,1.565,5.67,2.62,2.6651,4.3674,9.314416961,15.1206,15.0392,0,0,0,0.0398,0.0774,0.0041,0.006,0.0078,0.0024,0.0041,0.1416,5515.5
5516,8.0036,38.341,21.0409,0.7381,3.1525,1.6022,5.32,2.21,2.6722,4.3169,8.199929329,16.2354,16.316,0,0,0.0001,0.0579,0.0525,0.0005,0.0006,0.0003,0.0006,0.0018,0.1143,5516
5516.5,7.9949,36.1082,19.2143,0.6714,2.891,1.5763,4.65,1.14,2.6904,4.3474,7.743533569,18.8569,19.1945,0,0,0.0004,0.0557,0.0176,0,0,0,0,0.0001,0.0738,5516.5
