DEPT.F,GR son ,DTC .uspf ,PHISD,DEPT,NPHI,NPHD,DPHD,CALI,GR,GRTO,GRTC,POTA,URAN,THOR,4ms,8ms,16ms,32ms,64ms,128ms,256ms,512ms,1024ms,2048ms,CBW,BVI,FF,PHIe,PHItmri,PHIs,PHIr
4628,43.50999832,49.22340012,3.933608327,4628,4.0341,2.7201,6.021,7.9186,54.8514,40.6269,11.4655,0.4308,4.3735,1.7222,0.8435,0.661,0.2099,0.02,0.8328,1.1674,0.1745,0.033,0.0808,0.5933,0.972,0.6543,3.0973,3.7516,4.7236,3.933608327,5.576926424
4628.5,49.50299835,50.52360153,4.827217548,4628.5,3.7468,2.4354,5.5352,7.9279,51.15,39.6499,11.2473,0.4203,4.2787,1.7005,0.9606,0.597,0.1849,0.0427,0.9946,1.2348,0.2281,0.1051,0.1101,0.4889,1.1044,0.6326,3.3685,4.0011,5.1056,4.827217548,5.775734198
4629,52.53990173,51.57429886,5.549346295,4629,3.7181,2.4069,5.1689,7.9204,47.8948,36.3573,10.8847,0.4008,3.8577,1.6738,0.6469,0.4146,0.1763,0.0959,1.3561,1.3104,0.1886,0.3635,0.308,0.1584,0.9616,0.751,3.6411,4.3921,5.3536,5.549346295,6.071642442
4629.5,54.01959991,53.03219986,6.55134011,4629.5,4.2849,2.9684,6.7377,7.931,42.9221,31.7797,9.9074,0.3594,3.3227,1.5491,0.3746,0.2633,0.2214,0.1486,1.5513,1.4499,0.1474,0.4829,0.3978,0.0622,0.7912,0.9298,3.9747,4.9045,5.6957,6.55134011,6.292871238
4630,51.00690079,53.46900177,6.851547608,4630,5.1684,3.8412,8.463,7.9287,36.234,26.6157,8.4317,0.3104,2.7676,1.2968,0.1429,0.2623,0.2745,0.2087,1.576,1.8874,0.357,0.5766,0.4003,0.0274,0.6586,1.1827,4.3578,5.5405,6.1991,6.851547608,6.090743294
4630.5,45.56600189,52.77489853,6.374500707,4630.5,5.6241,4.2904,7.912,7.9147,30.4606,23.0506,7.1429,0.2693,2.4209,1.0684,0.1821,0.3187,0.2195,0.2399,1.6256,1.8837,0.6163,0.6499,0.3818,0.0349,0.6646,1.417,4.5858,6.0028,6.6675,6.374500707,5.747932329
4631,41.47729874,52.97109985,6.509346978,4631,5.8021,4.4656,8.7443,7.9229,28.5349,21.8922,6.5306,0.2523,2.3386,0.948,0.1978,0.3856,0.2333,0.3915,1.6529,1.5891,0.9953,0.8171,0.2528,0.0323,0.7229,1.7769,4.4942,6.2711,6.9939,6.509346978,5.535917757
4631.5,35.49430084,53.47660065,6.856770204,4631.5,6.3593,5.0136,13.0188,7.9308,30.9366,23.1098,6.7735,0.2706,2.4854,0.9413,0.2453,0.4279,0.2804,0.5165,1.5722,1.3673,1.1953,0.8673,0.1228,0.0077,0.6526,2.1367,4.0784,6.215,6.8677,6.856770204,5.090205541
4632,30.29400063,53.29190063,6.729828615,4632,6.2961,4.9515,14.8178,7.9145,35.9995,24.1505,7.0519,0.287,2.6061,0.9546,0.2922,0.4237,0.353,0.7298,1.398,0.9647,1.1126,0.841,0.0733,0.0026,0.5606,2.3148,3.5204,5.8352,6.3957,6.729828615,4.29169959
4632.5,30.96439934,53.10520172,6.60151321,4632.5,4.478,3.1594,11.3903,7.9118,36.6046,22.7775,6.773,0.2744,2.4357,0.9229,0.2276,0.3228,0.439,0.8914,1.1811,0.8061,0.893,0.7335,0.1269,0.027,0.5565,2.1838,3.0941,5.2779,5.8344,6.60151321,3.714982394
4633,31.80540085,53.2179985,6.679036773,4633,3.0158,1.7098,7.0211,7.916,29.0679,18.9627,5.7108,0.2223,2.0119,0.8212,0.1325,0.1419,0.4662,1.0291,0.6659,0.7235,0.8096,0.4446,0.1383,0.2014,0.674,1.7822,2.8565,4.6386,5.3126,6.679036773,3.544431636
4633.5,32.25510025,51.99079895,5.835600653,4633.5,2.5637,1.26,5.2955,7.907,21.4833,15.5044,4.6866,0.1704,1.6433,0.7312,0.0996,0.0649,0.3338,1.0205,0.4431,0.6397,0.8886,0.2997,0.0761,0.3701,0.9867,1.3653,2.7661,4.1314,5.1181,5.835600653,3.665546218
4634,33.28350067,51.00270081,5.156495399,4634,2.9461,1.6405,5.4628,7.9142,18.8921,13.9846,4.231,0.146,1.4857,0.6972,0.085,0.0086,0.341,0.8065,0.1922,0.6837,0.9878,0.1463,0.0402,0.5589,1.3004,1.0738,2.7969,3.8707,5.1711,5.156495399,3.66729224
4634.5,26.94820023,50.19440079,4.60096274,4634.5,3.4091,2.1004,5.2868,7.9318,18.294,14.2059,4.3161,0.1466,1.5058,0.7222,0.0753,0.0204,0.5237,0.6017,0.0894,0.7998,0.9936,0.0865,0.082,0.6579,1.229,0.8995,3.0284,3.9279,5.1569,4.60096274,3.686508171
4635,20.23990059,49.56549835,4.16872739,4635,3.386,2.0776,4.8228,7.9329,19.8373,14.8805,4.4941,0.155,1.5759,0.741,0.2783,0.2651,0.2687,0.2801,0.2396,1.0361,0.9961,0.1789,0.3004,0.5445,0.8676,0.6791,3.4543,4.1334,5.001,4.16872739,3.796320022
4635.5,19.81019974,48.74990082,3.608179256,4635.5,3.4824,2.1732,4.8624,7.9186,22.9829,15.1866,4.5489,0.1613,1.6023,0.7288,0.2312,0.4239,0.1888,0.1702,0.3957,1.0224,1.0064,0.3584,0.4221,0.3829,0.4976,0.5784,3.828,4.4064,4.904,3.608179256,3.979145132
4636,21.82040024,48.04840088,3.126048714,4636,3.8343,2.5221,5.0955,7.9328,23.7931,15.9465,4.7221,0.1717,1.6806,0.7364,0.1493,0.3723,0.1045,0.4017,0.5156,0.8082,1.2561,0.4866,0.4225,0.3123,0.2983,0.6424,4.0091,4.6516,4.9499,3.126048714,4.118629615
4636.5,23.98870087,47.39390182,2.676221186,4636.5,3.9057,2.5929,5.6561,7.9364,23.2494,18.8639,5.7559,0.2143,1.9534,0.8738,0.105,0.258,0.0689,0.5418,0.5343,0.7335,1.3552,0.643,0.4042,0.2307,0.3127,0.8101,4.0146,4.8248,5.1375,2.676221186,4.164381215
4637,24.42760086,47.28820038,2.603574143,4637,3.9486,2.6354,6.6251,7.9404,30.9866,24.3684,7.6627,0.2871,2.4754,1.1547,0.0301,0.132,0.2092,0.6783,0.668,0.4889,1.3,1.1205,0.3653,0.0709,0.3776,0.9951,4.041,5.0361,5.4137,2.603574143,4.237052956
4637.5,23.66810036,47.81869888,2.968177926,4637.5,3.9978,2.6842,6.8933,7.9322,45.1257,28.8583,9.4239,0.3509,2.8601,1.4309,0.0083,0.0516,0.2767,0.7307,0.7278,0.4425,1.2483,1.3341,0.3482,0.0207,0.3822,1.2164,3.973,5.1894,5.5716,2.968177926,4.325644519
4638,24.88470078,48.6908989,3.567628107,4638,3.9251,2.6121,5.9371,7.911,46.1633,30.4381,10.129,0.374,2.9736,1.5527,0.0001,0.0145,0.3096,0.6838,0.7062,0.5403,1.157,1.3527,0.4544,0.0103,0.2706,1.4675,3.8024,5.2698,5.5404,3.567628107,4.702645209
4638.5,33.26850128,49.63370132,4.215602285,4638.5,4.1154,2.8006,5.096,7.9079,36.5883,28.6691,9.6615,0.3538,2.7844,1.4952,0.0005,0.0639,0.4394,0.611,0.7563,0.5416,1.0614,1.2647,0.5461,0.0214,0.2589,1.6864,3.6368,5.3231,5.582,4.215602285,5.371255319
4639,42.59400177,50.73350143,4.971478649,4639,4.112,2.7972,4.8652,7.921,30.8395,25.481,8.504,0.3094,2.4878,1.3253,0.0008,0.0921,0.571,0.8094,0.6163,0.4735,1.022,1.1878,0.5002,0.0245,0.5324,1.9055,3.3641,5.2696,5.802,4.971478649,5.939674457
4639.5,42.6556015,50.9341011,5.109347838,4639.5,3.957,2.6437,4.8562,7.9358,28.2428,24.8369,8.2774,0.2965,2.4345,1.3125,0.0009,0.0368,0.5599,0.9963,0.4852,0.434,0.9671,1.2521,0.3587,0.0088,0.8728,1.9849,3.0861,5.071,5.9438,5.109347838,6.506874161
4640,36.98490143,50.80369949,5.019724738,4640,3.7575,2.446,6.168,7.9349,31.9699,27.365,9.2296,0.3244,2.6723,1.4927,0.0033,0.0211,0.3561,1.0443,0.6378,0.4337,0.9931,1.1289,0.1863,0.0005,1.1451,1.9135,2.929,4.8424,5.9875,5.019724738,6.844595847
4640.5,32.23260117,50.67290115,4.929828972,4640.5,4.3036,2.9869,8.2814,7.9298,43.8603,30.2041,10.3989,0.3613,2.9288,1.7019,0.0018,0.0105,0.2062,1.0895,0.6913,0.4453,1.1761,0.9489,0.0963,0.0004,1.3429,1.7406,2.9559,4.6965,6.0394,4.929828972,6.881228805
4641,31.55559921,50.56299973,4.854295344,4641,4.951,3.6267,9.3446,7.9194,48.1189,32.5205,11.4397,0.396,3.1298,1.8789,0.0898,0.0035,0.1401,1.1976,0.4901,0.5564,1.3786,0.7348,0.09,0.0039,1.4794,1.5497,3.1017,4.6513,6.1307,4.854295344,6.843644402
4641.5,37.79679871,50.54550171,4.842269216,4641.5,4.942,3.6178,9.838,7.9321,44.7666,32.5525,11.5443,0.3975,3.1275,1.906,0.3148,0.0255,0.1419,1.2766,0.4006,0.4488,1.5968,0.6779,0.0695,0.0039,1.5342,1.5159,3.2268,4.7427,6.2769,4.842269216,6.671009869
4642,45.92819977,50.47230148,4.791959782,4642,5.2594,3.931,9.4395,7.931,41.6036,28.843,10.173,0.3479,2.7778,1.691,0.5492,0.2562,0.3937,1.13,0.2053,0.3749,1.8785,0.7025,0.0465,0.0025,1.4508,1.7331,3.2731,5.0062,6.457,4.791959782,6.387798817
4642.5,46.81090164,50.37450027,4.724742457,4642.5,5.429,4.0981,7.1749,7.902,34.1335,23.9181,8.33,0.2857,2.3232,1.3806,0.5882,0.5049,0.5125,0.9687,0.1529,0.4735,1.8829,0.7359,0.0804,0.0096,1.2296,2.0402,3.2819,5.3222,6.5518,4.724742457,6.144221541
4643,46.0155983,50.51319885,4.82006794,4643,5.6327,4.2989,5.2157,7.905,25.6385,18.9794,6.4935,0.2263,1.861,1.0594,0.55,0.6751,0.3618,0.9337,0.4669,0.5696,1.7467,0.6937,0.1324,0.0723,1.0104,2.2635,3.3268,5.5903,6.6007,4.82006794,5.994115331
4643.5,41.21089935,51.32749939,5.379724666,4643.5,5.9857,4.6463,5.5606,7.9228,21.4111,16.0191,5.4805,0.1965,1.5684,0.8681,0.4497,0.7161,0.2697,0.7562,0.8247,0.8991,1.4328,0.5009,0.2047,0.2044,0.9179,2.2976,3.4445,5.742,6.6599,5.379724666,6.338257102
4644,29.75279999,52.7018013,6.324262062,4644,6.1207,4.7791,6.7327,7.924,20.2224,16.7092,5.6657,0.2075,1.6407,0.8767,0.3825,0.5097,0.2669,0.5735,1.1565,1.6,0.8359,0.1939,0.3062,0.3635,0.9708,2.1859,3.5836,5.7695,6.7403,6.324262062,6.604547398
4644.5,21.40069962,53.3572998,6.774776498,4644.5,6.3309,4.9857,7.4458,7.8889,23.4512,19.4094,6.5847,0.2406,1.8987,1.0216,0.2414,0.3119,0.3393,0.5402,1.1745,1.7892,0.7382,0.1694,0.3389,0.3149,1.0853,2.0829,3.6425,5.7254,6.8107,6.774776498,6.313654461
4645,19.89349937,54.292099,7.417250171,4645,5.6956,4.3608,7.9153,7.8802,31.6451,21.9199,7.4254,0.269,2.1438,1.1627,0.1478,0.1863,0.4009,0.6078,1.0873,1.5749,0.9455,0.3576,0.3061,0.1969,1.0816,2.0648,3.65,5.7148,6.7965,7.417250171,6.006162
4645.5,22.15089989,54.22029877,7.367902933,4645.5,5.1087,3.7824,8.3681,7.9237,36.9259,22.9177,7.8306,0.278,2.2373,1.2534,0.2206,0.1738,0.4324,0.794,0.9339,1.227,1.2452,0.5746,0.2322,0.0956,1.0145,2.1422,3.6689,5.8111,6.8256,7.367902933,6.00246596
4646,27.84589958,54.56610107,7.605567749,4646,5.1989,3.8713,8.4646,7.9002,34.4729,22.5058,7.7755,0.2696,2.1952,1.2748,0.2064,0.1831,0.6743,1.164,0.4237,0.777,1.9355,0.7476,0.0909,0.0232,0.9986,2.3438,3.715,6.0588,7.0573,7.605567749,5.906647361
4646.5,34.42340088,55.58069992,8.302886543,4646.5,5.542,4.2095,7.5912,7.8981,30.6243,22.5923,7.7452,0.2652,2.2172,1.2861,0.1027,0.1462,0.958,1.3157,0.1851,0.5799,2.2789,0.7883,0.0256,0.004,0.9987,2.5976,3.7433,6.3409,7.3395,8.302886543,5.641302944
4647,36.52519989,56.65430069,9.040756488,4647,5.7114,4.3763,7.0574,7.9114,32.0469,26.6127,8.8399,0.2977,2.671,1.4915,0.0142,0.1225,1.3592,1.2653,0.0617,0.5999,2.5387,0.6083,0.0046,0.0001,1.0047,2.7606,3.7777,6.5383,7.543,9.040756488,5.487831652
4647.5,33.72399902,57.25120163,9.450997684,4647.5,6.3219,4.9769,7.4744,7.9145,42.029,32.9169,10.7025,0.3576,3.3515,1.8189,0.0467,0.2247,1.4465,1.0873,0.0432,0.8569,2.4112,0.4936,0.0298,0.007,0.9745,2.6993,3.8073,6.5066,7.4811,9.450997684,5.389305154
4648,31.26250076,57.19269943,9.410789988,4648,7.2382,5.8758,8.2125,7.8938,54.63,35.9423,11.6421,0.3899,3.678,1.9743,0.3805,0.354,1.054,0.9692,0.1015,1.3749,1.7394,0.3632,0.1749,0.094,0.9221,2.397,3.802,6.1991,7.1212,9.410789988,5.214342276
4648.5,35.96060181,56.91889954,9.222611365,4648.5,7.5105,6.1425,8.8276,7.8689,52.8203,33.3088,10.9253,0.3709,3.3862,1.8293,0.6694,0.5059,0.6467,0.8844,0.1841,1.5247,1.4594,0.2249,0.2132,0.2342,0.8998,2.0059,3.8317,5.8376,6.7374,9.222611365,4.962648323
4649,50.81200027,55.16630173,8.018076789,4649,6.7449,5.3922,7.2991,7.8935,37.9057,25.4767,8.2388,0.2809,2.5928,1.3737,0.662,0.995,0.413,0.3815,0.2733,1.6135,1.2693,0.0917,0.1018,0.5368,0.8139,1.6013,3.9451,5.5464,6.3603,8.018076789,4.630723316
4649.5,59.53549957,52.69419861,6.319036844,4649.5,5.4201,4.0894,4.3425,7.9033,25.2346,17.0247,5.2435,0.1808,1.7547,0.8646,0.579,1.0119,0.3495,0.1608,0.2684,1.4733,1.2298,0.1332,0.1173,0.6123,0.748,1.2058,4.0266,5.2323,5.9804,6.319036844,4.360045464
4650,48.19900131,50.67020035,4.927972748,4650,4.4797,3.1611,3.2078,7.9021,18.3217,12.3548,3.6488,0.1269,1.2871,0.5963,0.3157,0.6056,0.5664,0.1305,0.1438,1.0511,1.4182,0.2836,0.2507,0.5289,0.7809,0.8123,4.1633,4.9757,5.7566,4.927972748,4.228939901
4650.5,31.90950012,49.19860077,3.916564102,4650.5,4.4647,3.1462,3.5888,7.8951,15.07,10.387,2.9732,0.1021,1.0944,0.4922,0.1345,0.4445,0.689,0.1171,0.0468,0.8233,1.6485,0.3031,0.2252,0.598,1.0076,0.5329,4.2733,4.8063,5.8139,3.916564102,4.159200913
4651,22.40239906,48.46049881,3.409277533,4651,4.9684,3.6439,4.2616,7.8853,14.0527,10.0299,2.8144,0.0942,1.0681,0.4776,0.0205,0.1711,0.4493,0.099,0.0648,0.8945,1.5217,0.3025,0.2363,0.7815,1.376,0.3906,4.193,4.5836,5.9596,3.409277533,3.914093501
4651.5,17.41950035,48.62319946,3.521099287,4651.5,5.7327,4.3973,5.1575,7.8925,14.6876,10.6826,2.9623,0.0942,1.1473,0.5263,0.0037,0.0511,0.2991,0.1616,0.0968,1.0171,1.391,0.2611,0.3121,0.837,1.6344,0.4346,4.0497,4.4843,6.1188,3.521099287,3.653863765
4652,15.48180008,48.94609833,3.743022906,4652,5.8997,4.5617,6.2901,7.8964,16.9214,11.8216,3.2865,0.1002,1.2731,0.6042,0.0514,0.0128,0.1979,0.3642,0.1145,0.9929,1.3257,0.2156,0.4358,0.8008,1.7881,0.5599,3.892,4.452,6.2401,3.743022906,3.808618176
4652.5,15.05620003,49.56969833,4.171613975,4652.5,5.9429,4.6042,6.587,7.9073,20.3487,13.9046,3.9143,0.1152,1.4943,0.739,0.1609,0.0115,0.0915,0.4244,0.2371,0.8958,1.1419,0.4455,0.5675,0.542,1.7731,0.7243,3.682,4.4063,6.1795,4.171613975,3.736614198
4653,14.71399975,49.59090042,4.186185856,4653,5.3242,3.9949,5.6735,7.9023,25.1881,17.577,5.1065,0.1468,1.8638,0.981,0.197,0.0407,0.1882,0.6787,0.3131,0.582,1.0756,0.7772,0.5619,0.1927,1.4121,1.0631,3.4252,4.4882,5.9004,4.186185856,3.505613573
4653.5,16.28779984,49.39960098,4.054708579,4653.5,4.7165,3.3951,5.2208,7.8925,32.5222,22.4944,6.7142,0.1887,2.3668,1.3103,0.1012,0.0807,0.4514,0.8437,0.3398,0.479,1.0681,0.6934,0.481,0.1873,0.9465,1.542,3.2061,4.748,5.6945,4.054708579,3.555371556
4654,21.58390045,48.9612999,3.753470719,4654,4.8926,3.569,5.1506,7.894,41.2463,27.7864,8.3791,0.2343,2.9097,1.641,0.0069,0.0965,0.8173,0.9847,0.6652,0.4871,0.7778,0.841,0.3543,0.061,0.542,2.1962,3.0056,5.2018,5.7438,3.753470719,3.495355545
4654.5,29.47380066,48.42539978,3.385154488,4654.5,5.3106,3.9815,6.0236,7.8914,45.5951,31.3165,9.4543,0.264,3.2814,1.8532,0,0.1053,1.0833,1.3818,0.7347,0.4345,0.7319,0.801,0.2688,0.0648,0.3126,3.0983,2.7831,5.8814,6.1939,3.385154488,2.921515414
4655,38.0965004,48.20780182,3.235602625,4655,6.2531,4.9092,9.0985,7.9172,43.0456,31.4641,9.614,0.2701,3.288,1.8767,0.0003,0.1222,1.6358,2.0547,0.8021,0.535,0.6591,0.5535,0.2307,0.1544,0.4171,4.4358,2.499,6.9348,7.3519,3.235602625,3.111110022
4655.5,45.18289948,48.93629837,3.73628754,4655.5,7.5546,6.1857,12.0769,7.9054,38.8737,29.5964,9.2549,0.2589,3.0689,1.8117,0.0038,0.2981,2.0954,2.2914,1.0523,0.72,0.5365,0.514,0.2636,0.0806,0.7433,6.0041,2.308,8.312,9.0553,3.73628754,3.945613123
4656,44.79570007,49.5632019,4.167149075,4656,10.3959,8.9538,11.9809,7.9155,36.3902,27.4221,8.8594,0.2457,2.8159,1.7447,0.0251,0.8366,2.8964,2.699,1.3209,0.8069,0.6551,0.5003,0.2104,0.0383,1.0421,7.733,2.2552,9.9883,11.0303,4.167149075,3.360160761
4656.5,40.5196991,50.13899994,4.562886556,4656.5,14.4042,12.8188,17.3775,7.9105,35.6275,25.9118,8.7759,0.2441,2.6069,1.7245,0.0392,0.932,3.4349,3.1577,1.4336,0.8384,0.6624,0.4281,0.2223,0.0691,1.1758,9.1822,2.2199,11.4021,12.5779,4.562886556,4.336239793
4657,38.43379974,51.48180008,5.48577325,4657,15.5334,13.8997,38.1435,7.9225,34.6554,24.7052,8.6995,0.245,2.4472,1.6953,0.1629,0.7462,4.1982,4.0229,1.5463,0.8459,0.5958,0.3088,0.2313,0.082,1.197,10.3869,2.1263,12.5132,13.7102,5.48577325,7.050929912
4657.5,36.83909988,53.082901,6.586186255,4657.5,17.0623,15.3581,51.3503,7.963,32.9872,23.2407,8.5135,0.24,2.2556,1.6578,0.3214,0.6509,4.6341,4.3799,1.3894,0.778,0.6394,0.3457,0.1938,0.0761,1.2571,10.9061,2.0742,12.9803,14.2374,6.586186255,7.729964082
4658,34.06200027,54.34560013,7.454020707,4658,18.7511,16.9621,35.6496,8.1845,31.2399,22.1413,8.2287,0.2298,2.1298,1.6129,0.1761,0.7057,4.9724,4.1678,0.9763,0.6178,0.7851,0.5165,0.1017,0.0122,1.3474,10.643,2.0792,12.7222,14.0696,7.454020707,6.661016759
4658.5,29.99010086,56.33150101,8.818901036,4658.5,10.08,8.6472,13.5265,8.0526,30.2989,20.9613,7.861,0.2166,2.007,1.5548,0.0642,0.8415,4.8482,3.6151,0.7128,0.5848,0.9541,0.4798,0.0574,0.0006,1.4394,9.5983,2.1901,11.7884,13.2278,8.818901036,5.839599705
4659,30.13579941,56.36780167,8.843849942,4659,4.7551,3.4332,4.5315,7.9876,29.4613,20.4397,7.8058,0.2166,1.9416,1.5362,0.0768,1.116,3.9029,2.4599,0.4849,0.7182,1.1711,0.4835,0.055,0.0004,1.5585,7.8612,2.4646,10.3258,11.8843,8.843849942,5.390485818
4659.5,31.58469963,55.43090057,8.199931666,4659.5,3.4232,2.1144,3.1881,7.9644,28.3233,20.7536,8.1877,0.2348,1.9459,1.5754,0.0871,0.9669,3.0668,1.9243,0.3264,0.7589,1.3737,0.4488,0.0528,0.0114,1.5832,6.0299,2.7767,8.8066,10.3898,8.199931666,5.462603684
4660,30.11919975,53.56809998,6.919656341,4660,3.5961,2.286,3.7452,7.9421,30.6084,21.7101,8.9168,0.2648,2.0045,1.6728,0.1086,0.627,2.2493,1.5698,0.2539,0.9939,1.3136,0.2592,0.0908,0.1337,1.4852,4.5935,3.1277,7.7213,9.2065,6.919656341,5.565273761
4660.5,29.44050026,52.32089996,6.062474202,4660.5,4.9484,3.6241,4.49,7.9295,33.0087,22.4182,9.4536,0.2861,2.0541,1.7478,0.1934,0.763,1.8,1.2268,0.6835,1.3093,0.8271,0.2101,0.2131,0.2376,1.3249,3.9885,3.455,7.4435,8.7684,6.062474202,5.022779548
4661,30.00919914,51.5080986,5.503847837,4661,8.4488,7.0595,10.0834,7.9138,31.1281,21.5789,9.3523,0.2873,1.9484,1.709,0.179,0.9905,1.4775,0.9176,1.5264,1.4408,0.1779,0.4033,0.4871,0.1838,1.124,3.9838,3.7249,7.7087,8.8328,5.503847837,5.017554996
4661.5,33.98289871,50.54880142,4.84453706,4661.5,12.247,10.7443,27.8848,7.9271,28.8194,19.84,8.8396,0.2739,1.754,1.6043,0.0587,1.016,1.7016,0.9166,1.7537,1.4203,0.0685,0.5574,0.5687,0.0891,1.0198,4.2232,4.0103,8.2335,9.2533,4.84453706,6.062689106
4662,35.64170074,49.96179962,4.441099396,4662,15.0089,13.3981,43.1717,7.9191,27.8535,18.3512,8.4637,0.2654,1.5748,1.5211,0.0456,1.5209,1.5564,0.4931,1.8112,1.7776,0.1854,0.5163,0.5905,0.1493,0.8227,3.9922,4.4729,8.4651,9.2878,4.441099396,6.074158806
4662.5,31.74710083,49.52090073,4.138076101,4662.5,14.165,12.5894,35.3208,7.8844,24.862,17.0232,8.0065,0.2569,1.425,1.4113,0.0775,1.4783,1.268,0.4797,1.3093,2.0683,0.5298,0.3423,0.4622,0.3734,0.5456,3.2668,4.906,8.1728,8.7185,4.138076101,5.743628939
4663,28.24970055,48.59109879,3.499036966,4663,9.8453,8.4192,16.7064,7.9851,20.663,16.4254,7.68,0.2503,1.3793,1.3351,0.1501,1.3252,0.9125,0.4193,0.5852,2.1673,1.1105,0.1039,0.3041,0.7632,0.3415,2.4203,5.2218,7.6421,7.9836,3.499036966,5.443139123
4663.5,25.70159912,47.8810997,3.011065087,4663.5,8.1802,6.7973,7.3502,8.0665,19.0399,16.2368,7.6029,0.2516,1.3576,1.3037,0.183,1.1531,0.7742,0.2269,0.2645,2.069,1.4029,0.1694,0.3443,0.8102,0.2424,1.7411,5.3366,7.0777,7.3201,3.011065087,5.089948267
4664,21.74629974,47.22320175,2.558901548,4664,7.6547,6.2835,6.0603,8.0109,21.2139,17.022,7.9885,0.2663,1.4251,1.3605,0.0855,0.565,0.7908,0.1621,0.1324,1.6555,1.3952,0.5998,0.627,0.5556,0.138,1.2934,5.2783,6.5717,6.7097,2.558901548,4.706871605
4664.5,18.83180046,46.72320175,2.215258936,4664.5,7.9591,6.5812,5.8656,7.9589,24.1003,18.105,8.7622,0.292,1.4873,1.4929,0.0258,0.3104,0.9094,0.3156,0.1769,1.4001,1.1944,0.8385,0.7847,0.3791,0.0839,1.2436,5.081,6.3245,6.4084,2.215258936,4.541443904
4665,19.62199974,47.53110123,2.770516307,4665,8.0265,6.6471,5.7325,7.8986,24.9157,18.4267,9.0938,0.303,1.4986,1.5494,0.0029,0.079,0.8729,0.7282,0.3081,0.9995,0.9621,1.3265,0.74,0.1109,0.1154,1.3229,4.7581,6.081,6.1964,2.770516307,4.469779895
4665.5,23.66570091,48.19520187,3.226942869,4665.5,7.3744,6.0092,5.9043,7.9092,24.2346,17.8081,8.8389,0.2976,1.4486,1.4917,0.0105,0.0358,0.5786,0.8143,0.6101,0.7221,0.8716,1.409,0.6747,0.0439,0.1689,1.2204,4.4832,5.7036,5.8725,3.226942869,4.424998354
4666,26.92650032,48.9314003,3.732921168,4666,6.4836,5.1357,5.6781,7.9359,24.626,16.9144,8.2078,0.2823,1.3969,1.3567,0.0858,0.0523,0.2495,0.8496,0.9424,0.2634,1.057,1.4141,0.4205,0.0203,0.2074,1.0428,4.2922,5.335,5.5424,3.732921168,4.492109593
4666.5,27.21719933,49.51390076,4.133265125,4666.5,6.1979,4.855,5.3922,7.9498,26.238,16.7577,7.7093,0.2712,1.4316,1.2459,0.1878,0.0631,0.1233,0.9255,0.8458,0.1975,1.3481,1.324,0.2636,0.0113,0.2825,0.9916,4.1746,5.1662,5.4486,4.133265125,4.516915353
4667,25.58009911,49.58250046,4.180412686,4667,6.2621,4.9181,5.1061,7.9721,27.655,17.4999,7.5265,0.2697,1.5583,1.1929,0.357,0.1841,0.0719,0.9339,0.6074,0.4898,1.513,0.9964,0.3335,0.0434,0.3603,1.0944,4.1699,5.2643,5.6246,4.180412686,4.683172354
4667.5,23.07029915,49.19169998,3.911821293,4667.5,6.5643,5.2149,4.8664,7.9833,28.8076,18.6995,7.5485,0.2765,1.7181,1.1676,0.3224,0.2582,0.2866,0.9626,0.3388,0.6998,1.5727,0.9367,0.3826,0.0629,0.2962,1.3777,4.3084,5.6861,5.9823,3.911821293,5.123742403
4668,23.23679924,48.85200119,3.678351333,4668,7.7325,6.3597,5.684,7.9736,30.1157,19.6699,7.497,0.2827,1.8584,1.1216,0.0844,0.2632,0.9763,0.824,0.0652,1.0083,1.5918,0.94,0.5117,0.1731,0.1517,1.7325,4.6024,6.3349,6.4866,3.678351333,5.66974868
4668.5,25.6432991,48.91939926,3.724673032,4668.5,9.1814,7.7735,8.6105,8,28.3205,18.8804,6.9213,0.2679,1.8124,1.0024,0.0196,0.1852,1.1572,0.8611,0.0595,1.178,1.4674,0.9405,0.6869,0.2968,0.1754,1.9589,4.8442,6.8031,6.9785,3.724673032,6.230476601
4669,27.28790092,49.61569977,4.203230081,4669,10.0729,8.6403,11.2807,8.028,23.7829,17.2811,6.0192,0.2371,1.7032,0.8521,0.0009,0.0446,0.9082,1.1378,0.129,0.9227,1.6154,1.0312,0.8226,0.3439,0.5226,2.0183,4.898,6.9163,7.4389,4.203230081,6.579373481
4669.5,27.05400085,50.72600174,4.96632422,4669.5,9.2113,7.8026,10.3633,7.952,22.2793,15.5942,5.2878,0.2086,1.5516,0.7471,0.002,0.0303,0.677,1.177,0.217,0.6351,1.7618,1.1445,0.8332,0.3169,1.0254,1.8641,4.8571,6.7212,7.7465,4.96632422,6.63964814
4670,24.5291996,51.32949829,5.381098482,4670,7.6036,6.2336,7.8616,7.8775,21.1672,14.0888,4.6828,0.1829,1.4064,0.6703,0.0413,0.0719,0.286,0.9016,0.5226,0.6035,1.5774,1.1546,0.8429,0.3846,1.4932,1.4716,4.8423,6.3139,7.8071,5.381098482,6.751430232
4670.5,21.89030075,50.79650116,5.014777429,4670.5,6.9845,5.6272,6.0054,7.8913,19.3575,14.8983,4.9446,0.1941,1.4704,0.7033,0.1528,0.1694,0.1357,0.5144,0.5018,0.9217,1.4493,0.8114,0.7521,0.6399,1.7636,0.9618,4.8284,5.7902,7.5538,5.014777429,7.1157484
