DEPT.F,GR son ,DTC .uspf ,PHISD,DEPT,NPHI,NPHD,DPHD,CALI,GR,GRTO,GRTC,POTA,URAN,THOR,4ms,8ms,16ms,32ms,64ms,128ms,256ms,512ms,1024ms,2048ms,CBW,BVI,FF,PHIe,PHItmri,PHIs,PHIr
4262,23.4116993,56.51390076,8.944261689,4262,5.5814,4.2483,10.5644,7.952,29.759,22.6274,9.9456,0.416,1.9764,1.2935,0.1017,0.1621,0.0452,0.8139,2.0024,1.4598,1.2948,0.9141,0.3216,0.26,1.5337,1.6909,5.5246,7.2156,8.7493,8.944261689,6.744769343
4262.5,27.40870094,56.55820084,8.974708478,4262.5,4.5128,3.1938,12.2878,7.944,35.0426,25.7118,11.0286,0.4546,2.2737,1.4664,0.0208,0.0392,0.061,1.164,1.9293,1.1666,1.4511,1.1277,0.2965,0.0707,0.954,1.9547,5.2993,7.2539,8.208,8.974708478,6.521386035
4263,33.4333992,55.16749954,8.018900029,4263,3.6195,2.3092,13.8528,7.9492,40.501,25.9838,10.667,0.4311,2.3489,1.4589,0.0007,0.0363,0.3249,1.3494,1.3094,1.1557,1.4577,0.963,0.3531,0.1069,0.3943,1.9195,5.1372,7.0567,7.451,8.018900029,6.292039692
4263.5,40.13169861,54.62620163,7.646873972,4263.5,3.4989,2.1895,11.9209,7.9509,37.0661,24.2941,9.5109,0.3779,2.2249,1.3316,0.0038,0.0976,0.4881,1.2252,0.9045,1.3624,1.4747,0.5343,0.4112,0.2862,0.3396,1.6278,5.1206,6.7483,7.0879,7.646873972,6.136611241
4264,42.25680161,54.49739838,7.5583494,4264,4.0383,2.7242,9.0838,7.9541,27.4236,21.0383,7.9893,0.3119,1.9325,1.1449,0.0795,0.162,0.6474,0.933,0.4041,1.498,1.8096,0.2,0.2512,0.4814,0.5709,1.2218,5.1907,6.4125,6.9834,7.5583494,6.28586413
4264.5,34.2743988,53.63370132,6.964743178,4264.5,4.4749,3.1563,8.8774,7.9397,23.5087,17.7866,6.5422,0.2515,1.6522,0.956,0.3088,0.181,0.6009,0.6946,0.3864,1.5242,1.8805,0.2636,0.1288,0.4939,0.7429,0.814,5.3141,6.1282,6.8711,6.964743178,6.290015255
4265,26.58180046,53.93170166,7.169554406,4265,4.7269,3.4053,8.876,7.9574,23.5706,16.0839,5.8494,0.2228,1.4967,0.8644,0.5848,0.2785,0.2762,0.2746,0.6206,1.7169,1.6958,0.3614,0.18,0.4914,0.7697,0.4795,5.4188,5.8983,6.668,7.169554406,6.058236361
4265.5,26.06469917,54.37870026,7.476769936,4265.5,4.2004,2.8847,8.4775,7.9516,21.1908,14.5596,5.1437,0.194,1.3721,0.7696,0.5194,0.2814,0.1103,0.1052,0.6211,2.1183,1.4048,0.2295,0.3706,0.5735,0.7241,0.3465,5.4147,5.7612,6.4854,7.476769936,5.948470057
4266,25.8239994,54.81349945,7.775600997,4266,4.0435,2.7294,8.7967,7.9445,18.9247,13.5059,4.7179,0.1763,1.2725,0.7133,0.4131,0.1387,0.0122,0.0248,0.5283,2.5439,1.0112,0.0896,0.5773,0.698,0.8613,0.3451,5.2558,5.6009,6.4622,7.775600997,5.632754981
4266.5,23.7772007,54.04259872,7.245772319,4266.5,3.7152,2.4041,8.0161,7.9547,18.6959,14.1148,4.8297,0.1775,1.3379,0.7448,0.2438,0.1064,0.0362,0.0704,0.535,2.2074,1.0765,0.2147,0.5581,0.6489,1.0756,0.5142,4.8683,5.3825,6.4581,7.245772319,5.463022621
4267,20.72200012,53.11309814,6.606940306,4267,2.7289,1.4245,7.1483,7.9371,21.8518,17.7123,5.9127,0.2166,1.7047,0.9148,0.0835,0.1764,0.2018,0.171,0.5354,1.3185,1.2247,0.6071,0.4632,0.3647,1.0888,0.6719,4.3849,5.0567,6.1455,6.606940306,5.46966593
4267.5,18.2364006,52.63420105,6.277801409,4267.5,2.0922,0.7902,8.8863,7.9275,31.591,24.485,7.9707,0.2922,2.3994,1.2322,0.0861,0.2776,0.3534,0.2536,0.34,0.953,1.3126,0.5962,0.377,0.2773,0.8367,0.7317,3.9955,4.7272,5.5639,6.277801409,5.290759033
4268,24.19440079,52.76959991,6.370859048,4268,2.0084,0.7067,11.1888,7.9286,45.5805,31.736,10.1453,0.3766,3.1488,1.5463,0.0677,0.2251,0.7793,0.4535,0.0976,0.6086,1.3414,0.447,0.1923,0.3115,0.5521,0.804,3.6987,4.5027,5.0548,6.370859048,5.108582796
4268.5,37.6094017,53.2947998,6.731821172,4268.5,2.9377,1.6322,11.1017,7.9424,54.988,36.0307,11.5732,0.4327,3.5822,1.7489,0.1189,0.1946,1.0441,0.4623,0.1042,0.7485,1.0301,0.2974,0.1376,0.3924,0.4228,0.8887,3.5277,4.4164,4.8392,6.731821172,5.169838739
4269,52.48410034,54.11729813,7.297112114,4269,4.6193,3.299,8.9081,7.9492,52.3748,34.9916,11.1848,0.4205,3.5026,1.6795,0.3071,0.2108,0.8006,0.8545,0.2798,0.7793,0.7563,0.214,0.0809,0.3764,0.4398,1.1765,3.2091,4.3856,4.8254,7.297112114,5.102782178
4269.5,62.28179932,54.42269897,7.507009605,4269.5,5.8577,4.5203,6.9093,7.961,40.0775,31.0368,9.8232,0.3763,3.1227,1.4417,0.3628,0.4296,0.4926,0.9052,0.5676,0.7372,0.5893,0.2458,0.1116,0.3352,0.4803,1.5291,2.9503,4.4794,4.9598,7.507009605,4.585557891
4270,58.2765007,54.23260117,7.37635819,4270,5.4357,4.1048,6.1521,7.9499,31.327,25.5863,7.9695,0.3147,2.5949,1.1249,0.3878,1.0115,0.3134,0.3772,0.9473,0.8054,0.4595,0.426,0.2293,0.1963,0.4778,1.7628,2.9751,4.7378,5.2157,7.37635819,4.09757272
4270.5,43.43500137,54.06290054,7.259725459,4270.5,5.1675,3.8404,6.1382,7.9493,28.3732,21.4749,6.6192,0.2688,2.1864,0.8991,0.3784,1.0467,0.2479,0.3927,0.9411,0.7253,0.6476,0.6684,0.2952,0.0747,0.4384,1.8141,3.2516,5.0657,5.5041,7.259725459,4.145296612
4271,30.69210052,53.91960144,7.161238103,4271,5.6248,4.291,6.0523,7.9456,24.5492,18.3864,5.7047,0.2352,1.8698,0.7581,0.2845,0.9566,0.1892,0.2439,0.8757,0.8602,0.9755,0.9192,0.4398,0.0196,0.3347,1.6544,3.795,5.4494,5.7841,7.161238103,4.578424205
4271.5,25.70910072,53.90909958,7.154020329,4271.5,6.4993,5.1511,6.3332,7.9443,21.1595,16.7979,5.1961,0.2176,1.7178,0.6749,0.1583,0.7615,0.3034,0.1426,0.6467,0.9348,1.435,1.1268,0.4014,0.0134,0.192,1.41,4.3998,5.8098,6.0019,7.154020329,5.219687519
4272,23.71559906,54.77750015,7.750859211,4272,7.5656,6.1964,7.7458,7.9387,23.2981,17.5894,5.3467,0.2272,1.8148,0.6788,0.0538,0.4587,0.4106,0.124,0.2164,1.0859,2.1944,1.2241,0.3405,0.0802,0.1256,1.1477,5.0253,6.173,6.2986,7.750859211,5.743507079
4272.5,22.07180023,54.89749908,7.833332704,4272.5,8.2405,6.8562,10.4536,7.9259,28.2087,18.9583,5.5498,0.241,1.9905,0.6798,0.1308,0.5125,0.2979,0.0994,0.1029,1.2263,2.6443,1.0463,0.2833,0.2372,0.2125,0.9384,5.5944,6.5328,6.7453,7.833332704,6.066731119
4273,22.84129906,54.8628006,7.809484947,4273,8.5942,7.2014,13.1908,7.9238,31.2894,20.2608,5.8011,0.2557,2.1509,0.6928,0.2979,0.5613,0.1842,0.164,0.1656,1.4783,2.8888,0.824,0.1687,0.5045,0.3588,0.7465,6.1313,6.8778,7.2366,7.809484947,5.505088976
4273.5,27.70260048,54.62739944,7.647697213,4273.5,7.309,5.9452,12.1622,7.9414,31.2817,20.7446,5.8204,0.2599,2.2175,0.6789,0.4052,0.5114,0.137,0.2163,0.3175,1.7262,2.5857,0.7952,0.2608,0.5652,0.4722,0.6025,6.4252,7.0278,7.5,7.647697213,4.621190827
4274,29.89599991,55.03469849,7.927627826,4274,6.1611,4.8188,8.9262,7.9095,31.4253,20.6468,5.6148,0.2514,2.236,0.6519,0.4593,0.2922,0.1786,0.395,0.3352,1.8198,2.2576,0.8589,0.3847,0.4804,0.4622,0.6486,6.3096,6.9582,7.4204,7.927627826,4.249358508
4274.5,30.84530067,55.30170059,8.111134428,4274.5,5.9938,4.6543,8.2496,7.9034,32.7987,21.0624,5.761,0.2543,2.2645,0.6862,0.2889,0.2243,0.334,0.4752,0.2409,1.4838,2.3404,1.055,0.3248,0.3372,0.2798,0.8976,5.8718,6.7694,7.0492,8.111134428,4.518433934
4275,31.9545002,55.57780075,8.300893987,4275,6.0045,4.6648,9.4017,7.886,33.9407,21.7016,5.9283,0.2539,2.3298,0.7432,0.0445,0.1479,0.5448,0.5948,0.2837,0.803,2.4283,1.424,0.1944,0.0802,0.089,1.1915,5.375,6.5664,6.6554,8.300893987,4.834488343
4275.5,32.87789917,56.50230026,8.93628884,4275.5,6.2998,4.9551,9.6681,7.9175,32.3442,23.588,6.6592,0.2824,2.5013,0.848,0.0032,0.119,0.665,0.7439,0.3372,0.7069,2.2063,1.2809,0.2673,0.0569,0.0246,1.3672,5.1501,6.5173,6.5418,8.93628884,5.179665204
4276,33.30680084,57.49060059,9.615533049,4276,6.7004,5.3485,8.7442,7.9272,32.7903,28.1179,8.0367,0.3374,2.9764,1.0397,0.0195,0.2361,0.9418,0.7127,0.5083,1.2818,1.6046,0.6565,0.488,0.2177,0.053,1.3509,5.3595,6.7103,6.7633,9.615533049,5.865645473
4276.5,32.2942009,57.81999969,9.841924189,4276.5,6.754,5.4011,8.9891,7.9327,44.6791,34.2419,9.7651,0.4137,3.6513,1.2451,0.0989,0.3766,0.9472,0.7054,0.7807,1.7388,1.108,0.3435,0.5463,0.3839,0.1504,1.2184,5.7857,7.0041,7.1545,9.841924189,6.375469228
4277,36.35279846,57.84140015,9.856632403,4277,7.1215,5.7615,10.9033,7.9391,58.8186,36.5622,10.4833,0.452,3.9025,1.2997,0.2382,0.5099,1.3357,0.6088,0.7522,2.2801,0.769,0.1409,0.5032,0.4274,0.2142,1.2472,5.9704,7.2176,7.4318,9.856632403,6.468333016
4277.5,52.09019852,57.20729828,9.420823559,4277.5,6.7011,5.3492,11.2214,7.9373,58.001,34.3663,9.7733,0.4264,3.6857,1.1877,0.1259,0.5629,1.576,0.4748,0.7222,2.4042,0.5713,0.1848,0.5235,0.2005,0.1331,1.535,5.5688,7.1037,7.2369,9.420823559,6.066199231
4278,62.78639984,55.94469833,8.553057274,4278,5.3687,4.0387,8.2305,7.9517,45.5813,28.6732,8.2022,0.3625,3.0673,0.9746,0.0247,0.4041,1.485,0.7219,0.6274,1.7907,0.9178,0.3564,0.3099,0.1181,0.0515,1.8071,4.9078,6.7149,6.7664,8.553057274,5.527799555
4278.5,53.8431015,53.98220062,7.204261596,4278.5,4.4157,3.0978,5.374,7.9481,34.9061,24.2409,6.9653,0.3128,2.5917,0.8044,0.0203,0.3115,1.182,0.7982,0.7757,1.1703,1.0626,0.7278,0.2177,0.0477,0.0313,1.8611,4.3683,6.2294,6.2607,7.204261596,5.500224525
4279,40.66540146,51.88259888,5.761236342,4279,4.4531,3.1348,5.932,7.9406,31.99,22.2068,6.4525,0.291,2.3667,0.7393,0.0181,0.226,0.5298,0.6614,1.0127,0.6007,1.1399,1.2722,0.2409,0.0229,0.0606,1.6489,4.1369,5.7858,5.8464,5.761236342,5.651243266
4279.5,35.68999863,50.50460052,4.814158436,4279.5,5.2833,3.9545,7.9659,7.9544,32.541,20.8545,6.2881,0.2776,2.1921,0.7489,0.0516,0.21,0.2774,0.456,0.9061,0.6877,1.1649,1.2916,0.4098,0.1081,0.235,1.2356,4.3477,5.5832,5.8182,4.814158436,6.015306368
4280,33.78310013,50.27190018,4.654226926,4280,6.1431,4.8011,8.7216,7.9547,28.9929,18.7993,5.8287,0.2484,1.9598,0.7366,0.1533,0.1094,0.1048,0.1802,0.5567,1.1037,1.3327,1.1666,0.6669,0.3025,0.7441,0.7542,4.9389,5.693,6.4371,4.654226926,6.573396508
4280.5,30.26070023,51.07789993,5.208178648,4280.5,7.0611,5.7023,8.4094,7.9499,23.9338,16.3556,5.1946,0.2107,1.6873,0.7069,0.1184,0.0603,0.0627,0.1014,0.4029,1.3988,1.4564,1.1659,0.8963,0.3945,1.4481,0.489,5.7679,6.2569,7.705,5.208178648,7.113013031
4281,24.68569946,52.6935997,6.318625224,4281,8.5494,7.1577,8.9492,7.9572,20.0626,14.0036,4.4594,0.1739,1.4405,0.6401,0.0261,0.0552,0.1624,0.1616,0.4585,1.3602,1.5666,1.8173,1.2288,0.3514,1.9097,0.3753,6.8254,7.2007,9.1104,6.318625224,7.597154475
4281.5,19.63949966,54.10850143,7.291066278,4281.5,9.8647,8.4381,10.2102,7.9715,17.688,12.1384,3.9146,0.1474,1.2353,0.5866,0.0236,0.0629,0.2809,0.1233,0.5864,1.2047,1.5465,2.4991,1.4358,0.2121,1.602,0.2913,7.7658,8.0572,9.6592,7.291066278,7.863179375
4282,17.94239998,54.97779846,7.88852128,4282,10.3281,8.888,10.4577,7.9376,16.9314,11.1948,3.7183,0.136,1.1178,0.5764,0.0405,0.1197,0.3783,0.0473,0.4729,1.3022,1.7661,2.6261,1.6666,0.3163,0.8415,0.2572,8.3797,8.6369,9.4784,7.88852128,7.668329725
4282.5,17.47940063,55.20560074,8.045086418,4282.5,9.3344,7.9225,9.5259,7.9295,17.5987,11.2955,3.9947,0.1419,1.0974,0.6392,0.0177,0.162,0.3044,0.0144,0.3273,1.5734,1.8221,2.2734,1.8216,0.5308,0.3912,0.258,8.534,8.7921,9.1833,8.045086418,7.175491672
4283,16.91069984,54.9219017,7.850104263,4283,7.4675,6.1004,8.6863,7.9474,19.2641,12.6486,4.9293,0.1691,1.1717,0.8172,0.0012,0.1555,0.1905,0.0237,0.2764,1.6796,1.6869,1.9657,1.9445,0.7471,0.5136,0.2959,8.4058,8.7016,9.2153,7.850104263,7.117475511
4283.5,17.84000015,54.71689987,7.709209534,4283.5,6.8127,5.4587,8.8102,7.9457,20.0347,13.9402,5.9556,0.1995,1.2319,1.01,0.0004,0.0822,0.1272,0.0931,0.3172,1.5452,1.6593,1.7787,1.9588,0.9188,0.9784,0.3899,8.2099,8.5998,9.5782,7.709209534,7.564925344
4284,19.86020088,54.79610062,7.763643035,4284,7.8966,6.5201,8.8959,7.9598,19.478,13.7101,6.3276,0.2085,1.162,1.0894,0,0.0043,0.0286,0.2863,0.6781,1.04,1.4712,2.1703,2.1197,0.832,1.3335,0.5711,8.2543,8.8254,10.1589,7.763643035,8.21509523
4284.5,20.60960007,55.38470078,8.168179227,4284.5,9.8321,8.4064,9.1993,7.9562,17.1901,12.5525,5.9592,0.1895,1.0569,1.0585,0,0,0.0057,0.5606,0.8721,0.5206,1.4783,2.9658,2.2292,0.5472,1.423,0.7899,8.6951,9.485,10.9081,8.168179227,9.01770033
4285,18.92670059,57.32120132,9.499107439,4285,12.0294,10.5343,11.0069,7.948,13.4709,10.3106,4.8864,0.1544,0.8813,0.8727,0.0485,0.01,0.0216,1.0269,0.8555,0.1523,1.6662,3.7709,2.4527,0.4083,1.233,0.9166,9.5638,10.4804,11.7135,9.499107439,9.525884669
4285.5,15.97560024,59.04059982,10.68082462,4285.5,12.7867,11.2645,12.559,7.961,11.6219,8.8566,4.167,0.1331,0.759,0.7375,0.1786,0.0426,0.0859,1.1551,0.8208,0.14,1.8852,4.2231,2.56,0.3776,0.8708,0.8962,10.6251,11.5212,12.392,10.68082462,9.652754936
4286,13.3842001,59.83570099,11.2272859,4286,12.5943,11.0791,11.8972,7.9649,12.1402,8.4054,3.8495,0.1234,0.7285,0.6791,0.1951,0.053,0.4108,1.0609,0.6772,0.2167,2.1031,5.1102,2.6557,0.2078,0.5709,0.8861,11.5628,12.4489,13.0198,11.2272859,9.476435147
4286.5,12.21590042,60.07619858,11.39257634,4286.5,11.7685,10.2823,10.3957,7.9684,12.8931,8.0671,3.6492,0.1167,0.6963,0.6451,0.0929,0.0396,0.6285,0.887,0.4608,0.4814,2.2779,5.1269,2.7919,0.245,0.5681,0.8948,11.9952,12.8901,13.4582,11.39257634,9.523955093
4287,13.74559975,59.06010056,10.69422719,4287,11.8703,10.3807,10.3248,7.9404,12.6882,8.3313,3.7265,0.1152,0.7178,0.6779,0.0156,0.0097,0.5741,0.7129,0.161,0.8706,2.5736,4.6222,2.8982,0.4436,0.9152,0.8219,12.0248,12.8466,13.7619,10.69422719,9.67355003
4287.5,13.95619965,57.18080139,9.40261264,4287.5,12.1816,10.6812,11.2453,7.925,11.7725,8.6727,3.8993,0.1156,0.7433,0.7326,0.0017,0.0066,0.4862,0.542,0.0693,0.9558,2.7839,4.2592,2.799,0.6224,1.3514,0.7028,11.7868,12.4896,13.841,9.40261264,9.713070542
4288,12.15340042,55.83399963,8.476975693,4288,12.2024,10.7012,11.6759,7.9407,11.3578,9.0769,4.1925,0.1224,0.7619,0.7965,0.0037,0.0196,0.2732,0.3509,0.1492,0.8171,2.8149,4.2526,2.6684,0.6353,1.752,0.6142,11.4793,12.0935,13.8455,8.476975693,9.776807778
4288.5,12.61559963,55.62870026,8.335876465,4288.5,12.3001,10.7955,11.6962,7.9407,12.1792,9.5317,4.4895,0.1299,0.7922,0.8588,0.0255,0.0229,0.0995,0.405,0.4564,0.4676,2.4532,4.8501,2.6961,0.3514,1.9402,0.5405,11.3326,11.8732,13.8134,8.335876465,9.845775585
4289,13.81050014,56.08200073,8.647423184,4289,12.7337,11.2134,11.7482,7.9344,13.5524,10.1546,5.0058,0.1418,0.8183,0.9718,0.0538,0.0052,0.0065,0.3525,0.9691,0.2903,1.966,5.0728,2.7918,0.236,1.9508,0.3685,11.3973,11.7658,13.7166,8.647423184,9.9190071
4289.5,14.58909988,56.83539963,9.165223112,4289.5,12.6314,11.1149,11.7708,7.9153,14.3497,10.8462,5.4552,0.1534,0.8581,1.0644,0.0414,0.0004,0.0005,0.2513,1.0543,0.6714,1.8824,4.4606,2.8826,0.4714,1.7429,0.188,11.5301,11.718,13.461,9.165223112,9.873630192
4290,15.20110035,57.43780136,9.579244922,4290,12.7143,11.1947,11.9401,7.9069,15.6598,11.445,5.8637,0.166,0.877,1.1388,0.0487,0.0001,0.0122,0.0729,0.6022,1.7463,2.0815,3.0749,2.9043,1.0838,1.4172,0.1191,11.5534,11.6725,13.0898,9.579244922,9.694314245
4290.5,14.49750042,57.94779968,9.929759232,4290.5,12.8602,11.3352,12.518,7.8843,16.9582,11.6987,5.9319,0.1768,0.8893,1.11,0.0376,0.0023,0.0849,0.049,0.2546,1.9401,2.5993,2.5309,2.7133,1.4185,1.14,0.2546,11.4653,11.7199,12.86,9.929759232,9.519596623
4291,14.73069954,57.88479996,9.886460452,4291,12.77,11.2484,13.0531,7.8876,16.8652,11.2995,5.5442,0.1746,0.8787,0.9929,0.0528,0.0389,0.3048,0.1781,0.0641,1.3525,3.266,2.9322,2.3696,1.3048,1.0268,0.6516,11.2374,11.889,12.9158,9.886460452,9.258468461
4291.5,15.08870029,57.67710114,9.74371212,4291.5,12.3141,10.809,12.8091,7.8998,16.1039,10.65,4.9859,0.1638,0.8684,0.8607,0.1392,0.1793,0.4546,0.3659,0.0912,0.7539,3.2861,3.8021,2.1865,0.8741,0.9654,1.29,10.8258,12.1158,13.0812,9.74371212,8.81919664
4292,14.58909988,57.229599,9.436150515,4292,11.5669,10.0876,11.3516,7.9334,14.4435,9.8453,4.3416,0.1485,0.8457,0.7219,0.1632,0.653,0.8418,0.4766,0.1636,0.3197,3.0316,4.6415,1.9384,0.2995,0.8231,2.1115,10.2371,12.3486,13.1717,9.436150515,8.31096708
4292.5,15.60420036,55.47719955,8.231752271,4292.5,10.58,9.1323,9.3577,7.944,13.6405,9.2796,3.7721,0.1335,0.842,0.6058,0.1189,0.8714,1.1757,0.4816,0.2646,0.296,2.7741,4.7525,1.7169,0.102,0.6233,2.8311,9.5631,12.3942,13.0175,8.231752271,8.393017339
4293,15.88809967,54.28580093,7.412921604,4293,9.7649,8.3411,8.095,8.1209,14.8814,9.159,3.3766,0.1248,0.8721,0.5171,0.0333,0.7051,1.6548,0.8593,0.3405,0.1873,2.459,4.7061,1.2811,0.0136,0.6195,3.3111,8.8557,12.1668,12.7863,7.412921604,8.703933015
4293.5,14.74730015,53.56330109,6.916358135,4293.5,8.9883,7.5855,7.8401,8.275,16.3089,10.0205,3.3543,0.1298,0.9963,0.4862,0.0927,0.5802,1.6015,1.1058,0.4633,0.2543,2.2042,4.4179,1.1857,0.0064,0.8879,3.2717,8.3468,11.6185,12.5063,6.916358135,8.593271797
4294,13.9854002,53.6026001,6.943367765,4294,8.9209,7.5198,8.7429,8.0634,17.4546,11.2606,3.5406,0.1398,1.1494,0.4998,0.5462,0.3958,1.0506,1.21,0.6633,0.4368,2.1151,3.8106,1.027,0.0052,1.114,2.8239,7.8604,10.6844,11.7983,6.943367765,7.841386274
4294.5,16.02549934,53.74140167,7.038764036,4294.5,9.3498,7.9374,10.8558,7.8978,20.9308,14.2685,4.4352,0.1754,1.4758,0.6249,0.8148,0.2202,0.7042,1.1021,0.6424,0.6627,2.2667,3.2665,0.9307,0.0153,1.1847,2.2922,7.3713,9.6635,10.8482,7.038764036,7.257208895
4295,18.98999977,54.55960083,7.601100227,4295,8.3409,6.9542,10.6138,7.9296,25.1455,17.1387,5.4887,0.2142,1.7583,0.7867,0.7725,0.1474,0.5543,0.9835,0.3568,0.7879,2.5708,2.452,0.7798,0.0461,1.0202,1.9007,6.7892,8.6898,9.71,7.601100227,6.918614387
4295.5,20.30150032,55.1772995,8.025635395,4295.5,7.0117,5.6539,8.776,7.938,31.1954,20.0319,6.5688,0.2534,2.0434,0.9557,0.5398,0.0907,0.6045,1.1419,0.2259,0.677,2.5069,2.0513,0.6571,0.0655,0.7634,1.7777,6.1221,7.8998,8.6632,8.025635395,6.793073166
4296,23.66559982,55.21920013,8.054433082,4296,6.4479,5.1006,6.9956,7.9367,34.6928,22.2179,7.4955,0.287,2.2413,1.1009,0.2831,0.0273,0.6575,1.6947,0.1943,0.3939,2.0066,1.6028,0.4533,0.076,0.6295,1.8433,5.3454,7.1887,7.8182,8.054433082,6.837889353
4296.5,30.76199913,54.65119934,7.66405453,4296.5,6.2869,4.9424,6.437,7.9293,33.5342,25.2809,8.544,0.3225,2.5571,1.277,0.1661,0.052,0.9413,1.8978,0.1746,0.3317,1.7372,1.2002,0.3151,0.0659,0.6318,2.1276,4.6237,6.7514,7.3832,7.66405453,7.207768231
4297,34.4292984,54.08499908,7.27491346,4297,6.364,5.0182,6.3586,7.9355,35.678,29.0154,9.8234,0.365,2.9423,1.4955,0.0848,0.2115,1.1367,1.8567,0.3763,0.7981,1.3399,0.438,0.1861,0.0969,0.6954,2.5624,4.0096,6.572,7.2674,7.27491346,7.71060982
4297.5,32.26589966,53.82130051,7.093677324,4297.5,7.0751,5.716,6.6607,7.958,46.8367,33.197,11.0349,0.4109,3.4005,1.6757,0.0694,0.4986,1.0836,1.5986,0.7253,1.1737,1.0772,0.2381,0.1041,0.0619,0.7806,2.9449,3.8136,6.7584,7.539,7.093677324,8.177410687
4298,36.09389877,54.36579895,7.467903059,4298,8.6419,7.2479,8.0942,7.9652,54.2506,34.533,11.247,0.427,3.5752,1.6691,0.0425,0.6888,1.1932,1.2005,1.2508,1.7946,0.7746,0.165,0.0814,0.0512,0.9328,3.2136,4.031,7.2445,8.1774,7.467903059,8.273008972
4298.5,48.75939941,55.47710037,8.231684105,4298.5,9.1397,7.733,9.6083,7.9728,48.5706,31.4833,10.1126,0.4003,3.2762,1.4231,0.0186,0.4338,1.3015,1.2806,1.4482,2.0487,0.778,0.1435,0.0945,0.0942,1.0874,3.3544,4.4433,7.7978,8.8851,8.231684105,8.036767312
4299,52.68059921,56.20029831,8.72872736,4299,8.0691,6.6888,9.9191,7.9773,39.2269,26.7096,8.3089,0.3444,2.8149,1.0956,0.0009,0.2126,1.6038,1.4404,1.3063,2.3075,1.2051,0.147,0.0671,0.1172,1.1572,3.3621,4.9749,8.337,9.4942,8.72872736,7.412306799
4299.5,45.75329971,56.39720154,8.86405604,4299.5,7.2537,5.891,9.2261,7.9956,32.1947,21.9412,6.7094,0.2876,2.33,0.8398,0,0.1508,1.5276,1.4276,1.3233,2.4238,1.3079,0.2537,0.089,0.1018,1.2071,3.1037,5.3652,8.4689,9.676,8.86405604,6.524994902
4300,39.50379944,56.0265007,8.609278833,4300,6.4356,5.0886,8.0121,7.9922,26.1284,18.7326,5.6154,0.2457,2.0125,0.6793,0,0.0422,0.9389,1.547,1.3776,2.1408,1.3999,0.526,0.1452,0.0334,1.3567,2.6844,5.4442,8.1285,9.4852,8.609278833,5.671736815
4300.5,35.81159973,54.05879974,7.25690704,4300.5,5.2216,3.8937,6.8733,7.9803,21.8191,16.1697,4.9232,0.2108,1.7394,0.6173,0,0.0077,0.5901,1.645,1.1847,1.8498,1.6018,0.6164,0.1441,0.0255,1.4944,2.2149,5.3381,7.553,9.0474,7.25690704,5.072361756
4301,30.36059952,52.25,6.013745704,4301,4.3828,3.0652,6.0065,7.9683,19.9205,14.4269,4.4143,0.1843,1.5587,0.5756,0,0.0003,0.2043,1.3317,1.0697,1.6357,1.6812,0.6622,0.1587,0.084,1.6107,1.6049,5.2859,6.8908,8.5015,6.013745704,4.925320408
4301.5,24.33270073,51.42879868,5.449346169,4301.5,4.2559,2.9397,5.4368,7.9835,20.2599,14.3499,4.4632,0.1797,1.5446,0.6136,0,0,0.1429,1.0602,0.7267,1.8044,1.8165,0.5281,0.1781,0.1156,1.5502,1.0784,5.3239,6.4023,7.9525,5.449346169,5.515147804
4302,21.35820007,51.13259888,5.245772424,4302,4.9914,3.6666,5.9762,7.9718,22.8697,15.5982,4.9378,0.1929,1.6654,0.7068,0,0,0.0545,0.551,0.59,2.3635,1.83,0.3172,0.2008,0.1367,1.1816,0.7539,5.4099,6.1638,7.3454,5.245772424,6.221740196
4302.5,20.96179962,51.80039978,5.704742117,4302.5,6.4012,5.0548,7.7183,7.9824,25.4511,18.3746,5.9762,0.2299,1.9397,0.8725,0.0017,0.0001,0.0128,0.3237,0.7323,2.7818,1.7282,0.1318,0.152,0.2348,0.6616,0.7621,5.5041,6.2662,6.9278,5.704742117,6.602279812
4303,22.72139931,53.47809982,6.857800566,4303,7.7307,6.3579,9.6527,7.9783,29.9151,22.3874,7.6962,0.2924,2.3142,1.1413,0.0188,0.0015,0.0046,0.3655,1.2342,2.9923,1.661,0.0467,0.0426,0.2316,0.238,0.9934,5.6624,6.6558,6.8938,6.857800566,7.07272528
4303.5,24.75979996,54.87689972,7.819175065,4303.5,8.3911,7.0032,10.4656,7.9766,37.2732,25.41,9.266,0.35,2.5642,1.3837,0.0189,0.0066,0.0174,0.4131,1.7776,2.9799,1.5671,0.0688,0.0131,0.1747,0.0701,1.1757,5.9799,7.1555,7.2256,7.819175065,7.481823629
4304,29.71109962,55.43999863,8.206184623,4304,8.1952,6.8119,9.7537,7.9759,38.29,25.8147,9.9456,0.3727,2.5471,1.4993,0.0024,0.0474,0.1753,0.4219,2.2338,3.1677,1.4308,0.0712,0.0033,0.0914,0.0616,1.2054,6.4765,7.6819,7.7436,8.206184623,7.771176566
4304.5,37.04399872,55.80310059,8.455739234,4304.5,7.88,6.504,9.303,7.9795,32.4165,23.5993,9.4695,0.3493,2.2771,1.4535,0.0005,0.0698,0.352,0.2971,2.5091,3.4598,1.1747,0.0663,0.0083,0.0769,0.2477,1.1451,6.9864,8.1315,8.3792,8.455739234,8.47883682
